Date,Town,Sale Amount
10/21,Ridgefield,652010.4
11/21,Ridgefield,751955.95
12/21,Ridgefield,769502.44
01/22,Ridgefield,811141.38
02/22,Ridgefield,741466.0
03/22,Ridgefield,737371.11
04/22,Ridgefield,749599.32
05/22,Ridgefield,823090.91
06/22,Ridgefield,918678.79
07/22,Ridgefield,946903.09
08/22,Ridgefield,880802.5
09/22,Ridgefield,773356.24
10/22,Ridgefield,735597.52
11/22,Ridgefield,735597.52
12/22,Ridgefield,735597.52
10/06,Rocky Hill,320650.0
11/06,Rocky Hill,318891.67
12/06,Rocky Hill,276833.33
01/07,Rocky Hill,305854.55
02/07,Rocky Hill,275533.57
03/07,Rocky Hill,468000.0
04/07,Rocky Hill,310250.0
05/07,Rocky Hill,318420.83
06/07,Rocky Hill,378083.33
07/07,Rocky Hill,331627.0
08/07,Rocky Hill,280792.86
09/07,Rocky Hill,278444.44
10/07,Rocky Hill,329170.17
11/07,Rocky Hill,261937.5
12/07,Rocky Hill,308666.67
01/08,Rocky Hill,221683.33
02/08,Rocky Hill,274646.67
03/08,Rocky Hill,316566.67
04/08,Rocky Hill,285432.78
05/08,Rocky Hill,376250.0
06/08,Rocky Hill,257900.0
07/08,Rocky Hill,300700.1
08/08,Rocky Hill,322233.33
09/08,Rocky Hill,282565.38
10/08,Rocky Hill,317014.62
11/08,Rocky Hill,317014.62
12/08,Rocky Hill,317014.62
01/09,Rocky Hill,317014.62
02/09,Rocky Hill,317014.62
03/09,Rocky Hill,317014.62
04/09,Rocky Hill,317014.62
05/09,Rocky Hill,317014.62
06/09,Rocky Hill,317014.62
07/09,Rocky Hill,317014.62
08/09,Rocky Hill,317014.62
09/09,Rocky Hill,317014.62
10/09,Rocky Hill,277035.0
11/09,Rocky Hill,224687.5
12/09,Rocky Hill,256666.67
01/10,Rocky Hill,289250.0
02/10,Rocky Hill,198265.0
03/10,Rocky Hill,292700.0
04/10,Rocky Hill,240250.0
05/10,Rocky Hill,304902.75
06/10,Rocky Hill,335660.12
07/10,Rocky Hill,213916.67
08/10,Rocky Hill,312580.0
09/10,Rocky Hill,348200.0
10/10,Rocky Hill,276866.67
11/10,Rocky Hill,220125.0
12/10,Rocky Hill,301187.5
01/11,Rocky Hill,341100.0
02/11,Rocky Hill,267500.0
03/11,Rocky Hill,261282.4
04/11,Rocky Hill,357650.0
05/11,Rocky Hill,245500.0
06/11,Rocky Hill,285000.0
07/11,Rocky Hill,306350.0
08/11,Rocky Hill,296153.85
09/11,Rocky Hill,237650.0
10/11,Rocky Hill,299166.67
11/11,Rocky Hill,240177.78
12/11,Rocky Hill,245400.0
01/12,Rocky Hill,183750.0
02/12,Rocky Hill,280980.0
03/12,Rocky Hill,284747.57
04/12,Rocky Hill,264416.67
05/12,Rocky Hill,280458.33
06/12,Rocky Hill,266997.22
07/12,Rocky Hill,290200.0
08/12,Rocky Hill,268250.0
09/12,Rocky Hill,351793.0
10/12,Rocky Hill,243555.56
11/12,Rocky Hill,272391.0
12/12,Rocky Hill,309673.33
01/13,Rocky Hill,304000.0
02/13,Rocky Hill,351833.33
03/13,Rocky Hill,186583.33
04/13,Rocky Hill,267214.29
05/13,Rocky Hill,274822.22
06/13,Rocky Hill,306475.0
07/13,Rocky Hill,308545.45
08/13,Rocky Hill,363571.4
09/13,Rocky Hill,240838.46
10/13,Rocky Hill,302748.09
11/13,Rocky Hill,302748.09
12/13,Rocky Hill,302748.09
01/14,Rocky Hill,302748.09
02/14,Rocky Hill,302748.09
03/14,Rocky Hill,302748.09
04/14,Rocky Hill,302748.09
05/14,Rocky Hill,302748.09
06/14,Rocky Hill,302748.09
07/14,Rocky Hill,302748.09
08/14,Rocky Hill,302748.09
09/14,Rocky Hill,302748.09
10/14,Rocky Hill,258653.85
11/14,Rocky Hill,258107.88
12/14,Rocky Hill,250673.33
01/15,Rocky Hill,249571.43
02/15,Rocky Hill,278571.43
03/15,Rocky Hill,263291.67
04/15,Rocky Hill,361642.86
05/15,Rocky Hill,325340.0
06/15,Rocky Hill,298392.86
07/15,Rocky Hill,238412.62
08/15,Rocky Hill,315365.5
09/15,Rocky Hill,257555.33
10/15,Rocky Hill,260190.91
11/15,Rocky Hill,255653.85
12/15,Rocky Hill,271800.0
01/16,Rocky Hill,259483.33
02/16,Rocky Hill,271908.33
03/16,Rocky Hill,287566.67
04/16,Rocky Hill,308045.36
05/16,Rocky Hill,327170.59
06/16,Rocky Hill,314419.23
07/16,Rocky Hill,257875.0
08/16,Rocky Hill,322572.0
09/16,Rocky Hill,315465.79
10/16,Rocky Hill,315092.18
11/16,Rocky Hill,263993.75
12/16,Rocky Hill,235337.38
01/17,Rocky Hill,368368.18
02/17,Rocky Hill,201333.33
03/17,Rocky Hill,281981.82
04/17,Rocky Hill,332611.11
05/17,Rocky Hill,294000.0
06/17,Rocky Hill,344750.56
07/17,Rocky Hill,294614.29
08/17,Rocky Hill,350626.67
09/17,Rocky Hill,320870.59
10/17,Rocky Hill,270197.31
11/17,Rocky Hill,299883.33
12/17,Rocky Hill,269477.5
01/18,Rocky Hill,282375.75
02/18,Rocky Hill,262328.57
03/18,Rocky Hill,268427.78
04/18,Rocky Hill,248676.92
05/18,Rocky Hill,283891.67
06/18,Rocky Hill,256742.11
07/18,Rocky Hill,330311.12
08/18,Rocky Hill,298069.44
09/18,Rocky Hill,239590.0
10/18,Rocky Hill,333165.62
11/18,Rocky Hill,298364.89
12/18,Rocky Hill,298364.89
01/19,Rocky Hill,298364.89
02/19,Rocky Hill,298364.89
03/19,Rocky Hill,298364.89
04/19,Rocky Hill,298364.89
05/19,Rocky Hill,298364.89
06/19,Rocky Hill,298364.89
07/19,Rocky Hill,298364.89
08/19,Rocky Hill,298364.89
09/19,Rocky Hill,298364.89
10/19,Rocky Hill,312625.0
11/19,Rocky Hill,280964.0
12/19,Rocky Hill,310900.0
01/20,Rocky Hill,284900.0
02/20,Rocky Hill,279450.0
03/20,Rocky Hill,283112.5
04/20,Rocky Hill,292816.67
05/20,Rocky Hill,366428.57
06/20,Rocky Hill,395800.0
07/20,Rocky Hill,436200.0
08/20,Rocky Hill,370100.0
09/20,Rocky Hill,343996.67
10/20,Rocky Hill,243625.0
11/20,Rocky Hill,266676.0
12/20,Rocky Hill,278155.57
01/21,Rocky Hill,244483.33
02/21,Rocky Hill,296870.6
03/21,Rocky Hill,243358.33
04/21,Rocky Hill,243839.13
05/21,Rocky Hill,277916.35
06/21,Rocky Hill,261802.5
07/21,Rocky Hill,283243.75
08/21,Rocky Hill,324650.0
09/21,Rocky Hill,306597.24
10/21,Rocky Hill,293267.71
11/21,Rocky Hill,330330.17
12/21,Rocky Hill,283976.0
01/22,Rocky Hill,275875.0
02/22,Rocky Hill,262729.5
03/22,Rocky Hill,230900.0
04/22,Rocky Hill,276016.67
05/22,Rocky Hill,312071.48
06/22,Rocky Hill,346700.0
07/22,Rocky Hill,304065.17
08/22,Rocky Hill,349606.0
09/22,Rocky Hill,312857.04
10/22,Rocky Hill,298672.23
11/22,Rocky Hill,298672.23
12/22,Rocky Hill,298672.23
10/06,Roxbury,642316.67
11/06,Roxbury,545000.0
12/06,Roxbury,1743125.0
01/07,Roxbury,847754.17
02/07,Roxbury,1175000.0
03/07,Roxbury,1058333.33
04/07,Roxbury,676564.75
05/07,Roxbury,1207500.0
06/07,Roxbury,630833.33
07/07,Roxbury,450000.0
08/07,Roxbury,1344966.67
09/07,Roxbury,751666.67
10/07,Roxbury,691302.14
11/07,Roxbury,691302.14
12/07,Roxbury,691302.14
01/08,Roxbury,691302.14
02/08,Roxbury,691302.14
03/08,Roxbury,691302.14
04/08,Roxbury,691302.14
05/08,Roxbury,691302.14
06/08,Roxbury,691302.14
07/08,Roxbury,691302.14
08/08,Roxbury,691302.14
09/08,Roxbury,691302.14
10/08,Roxbury,1250250.0
11/08,Roxbury,699402.84
12/08,Roxbury,900000.0
01/09,Roxbury,702268.51
02/09,Roxbury,702268.51
03/09,Roxbury,799950.0
04/09,Roxbury,285000.0
05/09,Roxbury,722500.0
06/09,Roxbury,540000.0
07/09,Roxbury,632166.67
08/09,Roxbury,940833.33
09/09,Roxbury,602300.0
10/09,Roxbury,1431333.33
11/09,Roxbury,550000.0
12/09,Roxbury,704593.41
01/10,Roxbury,1705000.0
02/10,Roxbury,1557500.0
03/10,Roxbury,747500.0
04/10,Roxbury,550714.5
05/10,Roxbury,1259666.67
06/10,Roxbury,861000.0
07/10,Roxbury,85000.0
08/10,Roxbury,545000.0
09/10,Roxbury,1277000.0
10/10,Roxbury,310328.5
11/10,Roxbury,1256000.0
12/10,Roxbury,245000.0
01/11,Roxbury,575000.0
02/11,Roxbury,424000.0
03/11,Roxbury,607500.0
04/11,Roxbury,345300.0
05/11,Roxbury,843233.33
06/11,Roxbury,400000.0
07/11,Roxbury,295000.0
08/11,Roxbury,1555000.0
09/11,Roxbury,302597.0
10/11,Roxbury,573333.33
11/11,Roxbury,396250.0
12/11,Roxbury,709605.91
01/12,Roxbury,709605.91
02/12,Roxbury,310500.0
03/12,Roxbury,440000.0
04/12,Roxbury,720000.0
05/12,Roxbury,1533358.75
06/12,Roxbury,977687.5
07/12,Roxbury,1157833.33
08/12,Roxbury,1185000.0
09/12,Roxbury,722400.0
10/12,Roxbury,722059.84
11/12,Roxbury,722059.84
12/12,Roxbury,722059.84
01/13,Roxbury,722059.84
02/13,Roxbury,722059.84
03/13,Roxbury,722059.84
04/13,Roxbury,722059.84
05/13,Roxbury,722059.84
06/13,Roxbury,722059.84
07/13,Roxbury,722059.84
08/13,Roxbury,722059.84
09/13,Roxbury,722059.84
10/13,Roxbury,833200.0
11/13,Roxbury,490000.0
12/13,Roxbury,956142.86
01/14,Roxbury,1279000.0
02/14,Roxbury,299950.0
03/14,Roxbury,315000.0
04/14,Roxbury,1354666.67
05/14,Roxbury,971250.0
06/14,Roxbury,470333.33
07/14,Roxbury,469178.57
08/14,Roxbury,1152500.0
09/14,Roxbury,495833.33
10/14,Roxbury,997045.0
11/14,Roxbury,712500.0
12/14,Roxbury,480000.0
01/15,Roxbury,437600.0
02/15,Roxbury,1585000.0
03/15,Roxbury,331666.67
04/15,Roxbury,688333.33
05/15,Roxbury,283750.0
06/15,Roxbury,810800.0
07/15,Roxbury,562600.0
08/15,Roxbury,1149637.5
09/15,Roxbury,1560000.0
10/15,Roxbury,663791.0
11/15,Roxbury,429916.67
12/15,Roxbury,620715.62
01/16,Roxbury,1590500.0
02/16,Roxbury,1720833.33
03/16,Roxbury,590000.0
04/16,Roxbury,447459.8
05/16,Roxbury,412000.0
06/16,Roxbury,474916.67
07/16,Roxbury,633333.33
08/16,Roxbury,1093250.0
09/16,Roxbury,990000.0
10/16,Roxbury,376000.0
11/16,Roxbury,767555.56
12/16,Roxbury,967500.0
01/17,Roxbury,653133.33
02/17,Roxbury,351000.0
03/17,Roxbury,587500.0
04/17,Roxbury,430833.33
05/17,Roxbury,855808.25
06/17,Roxbury,617000.0
07/17,Roxbury,1040000.0
08/17,Roxbury,504100.0
09/17,Roxbury,540000.0
10/17,Roxbury,730820.99
11/17,Roxbury,730820.99
12/17,Roxbury,730820.99
01/18,Roxbury,730820.99
02/18,Roxbury,730820.99
03/18,Roxbury,730820.99
04/18,Roxbury,730820.99
05/18,Roxbury,730820.99
06/18,Roxbury,730820.99
07/18,Roxbury,730820.99
08/18,Roxbury,730820.99
09/18,Roxbury,730820.99
10/18,Roxbury,1341250.0
11/18,Roxbury,713900.0
12/18,Roxbury,696875.0
01/19,Roxbury,908175.0
02/19,Roxbury,619000.0
03/19,Roxbury,600000.0
04/19,Roxbury,609916.67
05/19,Roxbury,884869.0
06/19,Roxbury,917037.67
07/19,Roxbury,850000.0
08/19,Roxbury,547850.0
09/19,Roxbury,487500.0
10/19,Roxbury,767357.14
11/19,Roxbury,1042333.33
12/19,Roxbury,545666.67
01/20,Roxbury,502500.0
02/20,Roxbury,592500.0
03/20,Roxbury,584833.33
04/20,Roxbury,572500.0
05/20,Roxbury,806137.12
06/20,Roxbury,961000.0
07/20,Roxbury,542363.64
08/20,Roxbury,823328.12
09/20,Roxbury,1309125.0
10/20,Roxbury,828055.56
11/20,Roxbury,960571.43
12/20,Roxbury,1413974.56
01/21,Roxbury,1188800.0
02/21,Roxbury,1366666.67
03/21,Roxbury,506666.67
04/21,Roxbury,927550.0
05/21,Roxbury,1413500.0
06/21,Roxbury,1253811.11
07/21,Roxbury,855666.67
08/21,Roxbury,804000.0
09/21,Roxbury,1219954.55
10/21,Roxbury,814666.67
11/21,Roxbury,1318000.0
12/21,Roxbury,791625.0
01/22,Roxbury,817500.0
02/22,Roxbury,362500.0
03/22,Roxbury,1019578.0
04/22,Roxbury,1267923.0
05/22,Roxbury,678333.33
06/22,Roxbury,2700000.0
07/22,Roxbury,220000.0
08/22,Roxbury,965166.67
09/22,Roxbury,1953750.0
10/22,Roxbury,773514.53
11/22,Roxbury,773514.53
12/22,Roxbury,773514.53
10/06,Salem,450000.0
11/06,Salem,450000.0
12/06,Salem,450000.0
01/07,Salem,450000.0
02/07,Salem,450000.0
03/07,Salem,450000.0
04/07,Salem,450000.0
05/07,Salem,450000.0
06/07,Salem,450000.0
07/07,Salem,450000.0
08/07,Salem,450000.0
09/07,Salem,450000.0
10/07,Salem,450000.0
11/07,Salem,378000.0
12/07,Salem,365833.33
01/08,Salem,363700.0
02/08,Salem,552000.0
03/08,Salem,332800.0
04/08,Salem,446564.44
05/08,Salem,280233.33
06/08,Salem,329000.0
07/08,Salem,341166.67
08/08,Salem,307878.57
09/08,Salem,363944.44
10/08,Salem,396850.0
11/08,Salem,190000.0
12/08,Salem,252450.0
01/09,Salem,216666.67
02/09,Salem,218550.0
03/09,Salem,456000.0
04/09,Salem,213500.0
05/09,Salem,285000.0
06/09,Salem,249562.5
07/09,Salem,199000.0
08/09,Salem,165000.0
09/09,Salem,323000.0
10/09,Salem,255833.33
11/09,Salem,229500.0
12/09,Salem,240000.0
01/10,Salem,410583.88
02/10,Salem,220000.0
03/10,Salem,262425.0
04/10,Salem,313380.0
05/10,Salem,200666.67
06/10,Salem,241250.0
07/10,Salem,170000.0
08/10,Salem,340888.5
09/10,Salem,305804.0
10/10,Salem,252220.0
11/10,Salem,255000.0
12/10,Salem,233800.0
01/11,Salem,249333.33
02/11,Salem,290000.0
03/11,Salem,217000.0
04/11,Salem,500000.0
05/11,Salem,376666.67
06/11,Salem,353472.0
07/11,Salem,430000.0
08/11,Salem,206000.0
09/11,Salem,272450.0
10/11,Salem,388659.35
11/11,Salem,271250.0
12/11,Salem,387647.2
01/12,Salem,387647.2
02/12,Salem,387647.2
03/12,Salem,387647.2
04/12,Salem,387647.2
05/12,Salem,387647.2
06/12,Salem,387647.2
07/12,Salem,387647.2
08/12,Salem,387647.2
09/12,Salem,387647.2
10/12,Salem,283833.33
11/12,Salem,279450.0
12/12,Salem,264128.57
01/13,Salem,236875.0
02/13,Salem,175000.0
03/13,Salem,221725.0
04/13,Salem,283100.0
05/13,Salem,199691.67
06/13,Salem,285555.56
07/13,Salem,374780.0
08/13,Salem,172937.25
09/13,Salem,291450.0
10/13,Salem,241333.33
11/13,Salem,193000.0
12/13,Salem,249250.0
01/14,Salem,198340.0
02/14,Salem,188775.0
03/14,Salem,213000.0
04/14,Salem,205000.0
05/14,Salem,342350.0
06/14,Salem,316600.0
07/14,Salem,237000.0
08/14,Salem,217600.0
09/14,Salem,246920.0
10/14,Salem,283532.0
11/14,Salem,259080.0
12/14,Salem,191750.0
01/15,Salem,337383.33
02/15,Salem,264000.0
03/15,Salem,136225.0
04/15,Salem,173150.0
05/15,Salem,381000.0
06/15,Salem,259066.67
07/15,Salem,230193.75
08/15,Salem,215450.0
09/15,Salem,274400.0
10/15,Salem,300800.0
11/15,Salem,187000.0
12/15,Salem,217416.67
01/16,Salem,374702.33
02/16,Salem,79000.0
03/16,Salem,121000.0
04/16,Salem,228100.0
05/16,Salem,230750.0
06/16,Salem,284833.33
07/16,Salem,366000.0
08/16,Salem,330580.0
09/16,Salem,254914.29
10/16,Salem,224660.0
11/16,Salem,291950.0
12/16,Salem,252250.0
01/17,Salem,212616.6
02/17,Salem,175908.33
03/17,Salem,355000.0
04/17,Salem,191165.43
05/17,Salem,231066.67
06/17,Salem,236411.38
07/17,Salem,298832.5
08/17,Salem,237256.0
09/17,Salem,245416.8
10/17,Salem,307688.89
11/17,Salem,239964.25
12/17,Salem,277807.5
01/18,Salem,257700.0
02/18,Salem,139345.0
03/18,Salem,279600.0
04/18,Salem,288340.0
05/18,Salem,288675.0
06/18,Salem,251618.18
07/18,Salem,252750.0
08/18,Salem,232500.0
09/18,Salem,193300.0
10/18,Salem,227822.67
11/18,Salem,240233.33
12/18,Salem,262400.0
01/19,Salem,223850.8
02/19,Salem,293250.0
03/19,Salem,255025.0
04/19,Salem,201308.33
05/19,Salem,288912.5
06/19,Salem,304600.0
07/19,Salem,267175.0
08/19,Salem,230546.14
09/19,Salem,278021.67
10/19,Salem,276490.0
11/19,Salem,329236.59
12/19,Salem,192666.67
01/20,Salem,202400.0
02/20,Salem,313880.0
03/20,Salem,328200.0
04/20,Salem,280066.67
05/20,Salem,175050.0
06/20,Salem,331000.0
07/20,Salem,309064.29
08/20,Salem,324375.0
09/20,Salem,435133.33
10/20,Salem,307220.83
11/20,Salem,325090.0
12/20,Salem,298437.7
01/21,Salem,333572.12
02/21,Salem,210333.33
03/21,Salem,321968.18
04/21,Salem,335416.67
05/21,Salem,430000.0
06/21,Salem,298900.0
07/21,Salem,301240.0
08/21,Salem,350650.0
09/21,Salem,345833.33
10/21,Salem,324413.67
11/21,Salem,262866.8
12/21,Salem,326730.37
01/22,Salem,326730.37
02/22,Salem,326730.37
03/22,Salem,326730.37
04/22,Salem,326730.37
05/22,Salem,326730.37
06/22,Salem,326730.37
07/22,Salem,326730.37
08/22,Salem,326730.37
09/22,Salem,326730.37
10/22,Salem,326730.37
11/22,Salem,326730.37
12/22,Salem,326730.37
10/06,Salisbury,907200.0
11/06,Salisbury,989666.67
12/06,Salisbury,747365.5
01/07,Salisbury,784500.0
02/07,Salisbury,743187.5
03/07,Salisbury,275937.5
04/07,Salisbury,830000.0
05/07,Salisbury,509833.33
06/07,Salisbury,770500.0
07/07,Salisbury,494705.56
08/07,Salisbury,757812.5
09/07,Salisbury,542300.0
10/07,Salisbury,913575.0
11/07,Salisbury,751666.67
12/07,Salisbury,693750.0
01/08,Salisbury,466500.0
02/08,Salisbury,462850.0
03/08,Salisbury,881666.67
04/08,Salisbury,318648.8
05/08,Salisbury,423750.0
06/08,Salisbury,1207142.86
07/08,Salisbury,421600.0
08/08,Salisbury,675357.14
09/08,Salisbury,531750.0
10/08,Salisbury,563083.33
11/08,Salisbury,833838.4
12/08,Salisbury,208750.0
01/09,Salisbury,277737.67
02/09,Salisbury,594577.25
03/09,Salisbury,665600.0
04/09,Salisbury,1332500.0
05/09,Salisbury,567000.0
06/09,Salisbury,591600.0
07/09,Salisbury,821666.67
08/09,Salisbury,733387.5
09/09,Salisbury,302500.0
10/09,Salisbury,651200.0
11/09,Salisbury,247450.0
12/09,Salisbury,371142.86
01/10,Salisbury,966666.67
02/10,Salisbury,799026.33
03/10,Salisbury,942500.0
04/10,Salisbury,291666.67
05/10,Salisbury,795000.0
06/10,Salisbury,689583.33
07/10,Salisbury,707211.11
08/10,Salisbury,729750.0
09/10,Salisbury,435428.57
10/10,Salisbury,789297.74
11/10,Salisbury,789297.74
12/10,Salisbury,789297.74
01/11,Salisbury,789297.74
02/11,Salisbury,789297.74
03/11,Salisbury,789297.74
04/11,Salisbury,789297.74
05/11,Salisbury,789297.74
06/11,Salisbury,789297.74
07/11,Salisbury,789297.74
08/11,Salisbury,789297.74
09/11,Salisbury,789297.74
10/11,Salisbury,637382.14
11/11,Salisbury,549600.0
12/11,Salisbury,804583.33
01/12,Salisbury,785747.48
02/12,Salisbury,785747.48
03/12,Salisbury,760961.54
04/12,Salisbury,488666.67
05/12,Salisbury,349975.0
06/12,Salisbury,759083.33
07/12,Salisbury,867343.75
08/12,Salisbury,486000.0
09/12,Salisbury,449500.0
10/12,Salisbury,564900.0
11/12,Salisbury,222500.0
12/12,Salisbury,559900.42
01/13,Salisbury,465000.0
02/13,Salisbury,328375.0
03/13,Salisbury,363750.0
04/13,Salisbury,558516.38
05/13,Salisbury,856875.0
06/13,Salisbury,379900.0
07/13,Salisbury,1262833.33
08/13,Salisbury,690833.33
09/13,Salisbury,1178750.0
10/13,Salisbury,378880.0
11/13,Salisbury,508642.86
12/13,Salisbury,410833.33
01/14,Salisbury,649196.71
02/14,Salisbury,552366.6
03/14,Salisbury,860833.33
04/14,Salisbury,1092500.0
05/14,Salisbury,452000.0
06/14,Salisbury,565764.0
07/14,Salisbury,464500.0
08/14,Salisbury,248000.0
09/14,Salisbury,510500.0
10/14,Salisbury,417812.5
11/14,Salisbury,813408.75
12/14,Salisbury,421000.0
01/15,Salisbury,853666.67
02/15,Salisbury,190000.0
03/15,Salisbury,274080.4
04/15,Salisbury,453750.0
05/15,Salisbury,455866.67
06/15,Salisbury,785706.25
07/15,Salisbury,939812.5
08/15,Salisbury,438458.33
09/15,Salisbury,492250.0
10/15,Salisbury,725588.76
11/15,Salisbury,725588.76
12/15,Salisbury,725588.76
01/16,Salisbury,725588.76
02/16,Salisbury,725588.76
03/16,Salisbury,725588.76
04/16,Salisbury,725588.76
05/16,Salisbury,725588.76
06/16,Salisbury,725588.76
07/16,Salisbury,725588.76
08/16,Salisbury,725588.76
09/16,Salisbury,725588.76
10/16,Salisbury,505000.0
11/16,Salisbury,1117500.0
12/16,Salisbury,407833.33
01/17,Salisbury,616500.0
02/17,Salisbury,253433.0
03/17,Salisbury,504555.56
04/17,Salisbury,776000.0
05/17,Salisbury,849166.67
06/17,Salisbury,597750.0
07/17,Salisbury,545311.12
08/17,Salisbury,635817.58
09/17,Salisbury,277666.67
10/17,Salisbury,745950.0
11/17,Salisbury,654500.0
12/17,Salisbury,705500.0
01/18,Salisbury,272666.67
02/18,Salisbury,491666.67
03/18,Salisbury,871550.0
04/18,Salisbury,682375.0
05/18,Salisbury,416722.22
06/18,Salisbury,570375.0
07/18,Salisbury,791461.54
08/18,Salisbury,538666.67
09/18,Salisbury,689575.0
10/18,Salisbury,496237.5
11/18,Salisbury,524985.71
12/18,Salisbury,262500.0
01/19,Salisbury,1090000.0
02/19,Salisbury,739666.67
03/19,Salisbury,452833.33
04/19,Salisbury,593500.0
05/19,Salisbury,845600.0
06/19,Salisbury,515833.33
07/19,Salisbury,581250.0
08/19,Salisbury,682166.67
09/19,Salisbury,513888.89
10/19,Salisbury,579500.0
11/19,Salisbury,636500.0
12/19,Salisbury,373675.0
01/20,Salisbury,687333.33
02/20,Salisbury,557400.0
03/20,Salisbury,607188.0
04/20,Salisbury,664750.0
05/20,Salisbury,1354531.25
06/20,Salisbury,993178.57
07/20,Salisbury,776269.23
08/20,Salisbury,770500.0
09/20,Salisbury,1019458.82
10/20,Salisbury,705324.95
11/20,Salisbury,705324.95
12/20,Salisbury,705324.95
01/21,Salisbury,705324.95
02/21,Salisbury,705324.95
03/21,Salisbury,705324.95
04/21,Salisbury,705324.95
05/21,Salisbury,705324.95
06/21,Salisbury,705324.95
07/21,Salisbury,705324.95
08/21,Salisbury,705324.95
09/21,Salisbury,705324.95
10/21,Salisbury,943000.0
11/21,Salisbury,933857.14
12/21,Salisbury,700600.0
01/22,Salisbury,1160000.0
02/22,Salisbury,744187.5
03/22,Salisbury,565857.14
04/22,Salisbury,1099750.0
05/22,Salisbury,485000.0
06/22,Salisbury,1645000.0
07/22,Salisbury,966550.0
08/22,Salisbury,1105954.9
09/22,Salisbury,661500.0
10/22,Salisbury,717513.26
11/22,Salisbury,717513.26
12/22,Salisbury,717513.26
10/06,Scotland,245750.0
11/06,Scotland,210000.0
12/06,Scotland,249900.0
01/07,Scotland,245223.33
02/07,Scotland,281950.0
03/07,Scotland,275793.0
04/07,Scotland,360000.0
05/07,Scotland,215000.0
06/07,Scotland,276500.0
07/07,Scotland,208000.0
08/07,Scotland,178000.0
09/07,Scotland,246397.66
10/07,Scotland,205000.0
11/07,Scotland,237000.0
12/07,Scotland,300750.0
01/08,Scotland,292000.0
02/08,Scotland,201250.0
03/08,Scotland,159900.0
04/08,Scotland,245267.71
05/08,Scotland,160000.0
06/08,Scotland,220000.0
07/08,Scotland,287000.0
08/08,Scotland,244362.41
09/08,Scotland,228250.0
10/08,Scotland,244153.16
11/08,Scotland,244153.16
12/08,Scotland,244153.16
01/09,Scotland,244153.16
02/09,Scotland,244153.16
03/09,Scotland,244153.16
04/09,Scotland,244153.16
05/09,Scotland,244153.16
06/09,Scotland,244153.16
07/09,Scotland,244153.16
08/09,Scotland,244153.16
09/09,Scotland,244153.16
10/09,Scotland,219825.0
11/09,Scotland,190500.0
12/09,Scotland,279900.0
01/10,Scotland,243625.22
02/10,Scotland,243625.22
03/10,Scotland,243625.22
04/10,Scotland,180000.0
05/10,Scotland,242839.73
06/10,Scotland,277250.0
07/10,Scotland,243259.37
08/10,Scotland,92000.0
09/10,Scotland,241436.96
10/10,Scotland,105000.0
11/10,Scotland,187475.0
12/10,Scotland,200000.0
01/11,Scotland,156000.0
02/11,Scotland,156666.67
03/11,Scotland,117000.0
04/11,Scotland,195000.0
05/11,Scotland,282450.0
06/11,Scotland,173750.0
07/11,Scotland,234919.67
08/11,Scotland,200000.0
09/11,Scotland,234544.19
10/11,Scotland,214500.0
11/11,Scotland,234330.95
12/11,Scotland,234330.95
01/12,Scotland,234330.95
02/12,Scotland,129250.0
03/12,Scotland,233224.84
04/12,Scotland,126777.67
05/12,Scotland,124000.0
06/12,Scotland,165000.0
07/12,Scotland,43850.0
08/12,Scotland,228444.32
09/12,Scotland,228444.32
10/12,Scotland,180000.0
11/12,Scotland,227959.87
12/12,Scotland,243900.0
01/13,Scotland,228117.7
02/13,Scotland,228117.7
03/13,Scotland,228117.7
04/13,Scotland,228117.7
05/13,Scotland,216400.0
06/13,Scotland,195000.0
07/13,Scotland,149714.29
08/13,Scotland,129000.0
09/13,Scotland,112275.0
10/13,Scotland,224927.14
11/13,Scotland,290000.0
12/13,Scotland,225535.3
01/14,Scotland,125000.0
02/14,Scotland,207333.0
03/14,Scotland,224445.96
04/14,Scotland,224445.96
05/14,Scotland,224445.96
06/14,Scotland,224445.96
07/14,Scotland,224445.96
08/14,Scotland,224445.96
09/14,Scotland,224445.96
10/14,Scotland,96000.0
11/14,Scotland,223278.27
12/14,Scotland,440000.0
01/15,Scotland,140500.0
02/15,Scotland,590000.0
03/15,Scotland,196000.0
04/15,Scotland,104226.33
05/15,Scotland,195000.0
06/15,Scotland,190000.0
07/15,Scotland,236000.0
08/15,Scotland,180900.0
09/15,Scotland,25600.0
10/15,Scotland,203333.33
11/15,Scotland,204000.0
12/15,Scotland,189833.33
01/16,Scotland,211300.0
02/16,Scotland,188500.0
03/16,Scotland,137694.0
04/16,Scotland,222170.61
05/16,Scotland,190200.0
06/16,Scotland,179200.0
07/16,Scotland,221585.13
08/16,Scotland,132516.0
09/16,Scotland,242500.0
10/16,Scotland,178750.0
11/16,Scotland,285510.5
12/16,Scotland,158500.0
01/17,Scotland,220756.94
02/17,Scotland,185000.0
03/17,Scotland,119400.0
04/17,Scotland,219741.28
05/17,Scotland,188000.0
06/17,Scotland,185083.5
07/17,Scotland,157000.0
08/17,Scotland,180333.33
09/17,Scotland,215875.0
10/17,Scotland,141500.0
11/17,Scotland,59704.5
12/17,Scotland,350000.0
01/18,Scotland,217780.21
02/18,Scotland,218000.0
03/18,Scotland,153645.0
04/18,Scotland,217339.41
05/18,Scotland,219594.0
06/18,Scotland,67860.0
07/18,Scotland,219450.0
