Town,Date,Sale Amount
Bethel,2007-09-01,413909.091
Bethel,2007-10-01,410693.639
Bethel,2007-11-01,407478.188
Bethel,2007-12-01,404262.737
Bethel,2008-01-01,401047.285
Bethel,2008-02-01,397831.834
Bethel,2008-03-01,394616.382
Bethel,2008-04-01,391400.931
Bethel,2008-05-01,388185.479
Bethel,2008-06-01,384970.028
Bethel,2008-07-01,381754.577
Bethel,2008-08-01,378539.125
Bethel,2008-09-01,375323.674
Bethel,2008-10-01,372108.222
Bethel,2008-11-01,369803.556
Bethel,2008-12-01,295941.25
Bethel,2009-01-01,278017.0
Bethel,2009-02-01,283271.429
Bethel,2009-03-01,269740.0
Bethel,2009-04-01,284000.0
Bethel,2009-05-01,286200.0
Bethel,2009-06-01,365333.333
Bethel,2009-07-01,348855.0
Bethel,2009-08-01,364564.136
Bethel,2009-09-01,445230.769
Bethel,2009-10-01,309757.6
Bethel,2009-11-01,329509.214
Bethel,2009-12-01,311368.75
Bethel,2010-01-01,360400.0
Bethel,2010-02-01,282844.444
Bethel,2010-03-01,374333.333
Bethel,2010-04-01,315662.2
Bethel,2010-05-01,319845.0
Bethel,2010-06-01,317889.474
Bethel,2010-07-01,344068.846
Bethel,2010-08-01,385500.0
Bethel,2010-09-01,374187.5
Bethel,2010-10-01,291905.882
Bethel,2010-11-01,316009.375
Bethel,2010-12-01,265555.556
Bethel,2011-01-01,317733.333
Bethel,2011-02-01,241725.0
Bethel,2011-03-01,326722.222
Bethel,2011-04-01,206262.556
Bethel,2011-05-01,307634.077
Bethel,2011-06-01,262916.667
Bethel,2011-07-01,404409.091
Bethel,2011-08-01,342200.0
Bethel,2011-09-01,332766.583
Bethel,2011-10-01,360200.0
Bethel,2011-11-01,202000.0
Bethel,2011-12-01,255388.889
Bethel,2012-01-01,289750.0
Bethel,2012-02-01,326500.0
Bethel,2012-03-01,279000.0
Bethel,2012-04-01,300797.091
Bethel,2012-05-01,306773.333
Bethel,2012-06-01,337497.778
Bethel,2012-07-01,336225.0
Bethel,2012-08-01,275993.824
Bethel,2012-09-01,285041.619
Bethel,2012-10-01,284679.443
Bethel,2012-11-01,284317.267
Bethel,2012-12-01,283955.092
Bethel,2013-01-01,283592.916
Bethel,2013-02-01,283230.74
Bethel,2013-03-01,282868.564
Bethel,2013-04-01,282506.388
Bethel,2013-05-01,282144.212
Bethel,2013-06-01,281782.037
Bethel,2013-07-01,281419.861
Bethel,2013-08-01,281057.685
Bethel,2013-09-01,280695.509
Bethel,2013-10-01,280333.333
Bethel,2013-11-01,278483.812
Bethel,2013-12-01,281976.95
Bethel,2014-01-01,295230.769
Bethel,2014-02-01,353263.636
Bethel,2014-03-01,265687.5
Bethel,2014-04-01,320750.0
Bethel,2014-05-01,327965.8
Bethel,2014-06-01,295153.087
Bethel,2014-07-01,265883.0
Bethel,2014-08-01,352956.25
Bethel,2014-09-01,308404.588
Bethel,2014-10-01,262053.846
Bethel,2014-11-01,297285.714
Bethel,2014-12-01,257500.0
Bethel,2015-01-01,309000.0
Bethel,2015-02-01,253899.25
Bethel,2015-03-01,289272.727
Bethel,2015-04-01,278907.895
Bethel,2015-05-01,283168.462
Bethel,2015-06-01,328434.0
Bethel,2015-07-01,308460.714
Bethel,2015-08-01,286575.69
Bethel,2015-09-01,316178.409
Bethel,2015-10-01,302280.769
Bethel,2015-11-01,348468.421
Bethel,2015-12-01,277735.0
Bethel,2016-01-01,263946.875
Bethel,2016-02-01,290333.333
Bethel,2016-03-01,280166.667
Bethel,2016-04-01,371545.455
Bethel,2016-05-01,310116.667
Bethel,2016-06-01,319158.824
Bethel,2016-07-01,304396.524
Bethel,2016-08-01,296840.323
Bethel,2016-09-01,329892.793
Bethel,2016-10-01,289915.625
Bethel,2016-11-01,349840.235
Bethel,2016-12-01,302903.421
Bethel,2017-01-01,285869.125
Bethel,2017-02-01,305450.0
Bethel,2017-03-01,294728.091
Bethel,2017-04-01,399452.176
Bethel,2017-05-01,308609.524
Bethel,2017-06-01,332265.667
Bethel,2017-07-01,330535.364
Bethel,2017-08-01,306332.4
Bethel,2017-09-01,317291.667
Bethel,2017-10-01,319112.892
Bethel,2017-11-01,320934.118
Bethel,2017-12-01,322755.344
Bethel,2018-01-01,324576.569
Bethel,2018-02-01,326397.795
Bethel,2018-03-01,328219.021
Bethel,2018-04-01,330040.246
Bethel,2018-05-01,331861.472
Bethel,2018-06-01,333682.697
Bethel,2018-07-01,335503.923
Bethel,2018-08-01,337325.149
Bethel,2018-09-01,339146.374
Bethel,2018-10-01,340967.6
Bethel,2018-11-01,316387.192
Bethel,2018-12-01,300110.65
Bethel,2019-01-01,337190.357
Bethel,2019-02-01,280695.0
Bethel,2019-03-01,308327.778
Bethel,2019-04-01,387258.529
Bethel,2019-05-01,352014.417
Bethel,2019-06-01,331554.348
Bethel,2019-07-01,332905.296
Bethel,2019-08-01,361916.0
Bethel,2019-09-01,334971.885
Bethel,2019-10-01,394689.13
Bethel,2019-11-01,364809.091
Bethel,2019-12-01,364860.9
Bethel,2020-01-01,380812.5
Bethel,2020-02-01,325649.316
Bethel,2020-03-01,339635.714
Bethel,2020-04-01,400226.5
Bethel,2020-05-01,350778.632
Bethel,2020-06-01,358902.667
Bethel,2020-07-01,363026.774
Bethel,2020-08-01,392244.061
Bethel,2020-09-01,389835.857
Bethel,2020-10-01,384285.588
Bethel,2020-11-01,413863.878
Bethel,2020-12-01,399315.765
Bethel,2021-01-01,381098.048
Bethel,2021-02-01,450418.737
Bethel,2021-03-01,373446.135
Bethel,2021-04-01,395209.822
Bethel,2021-05-01,387698.217
Bethel,2021-06-01,415056.22
Bethel,2021-07-01,376419.583
Bethel,2021-08-01,416617.365
Bethel,2021-09-01,408012.361
Bethel,2021-10-01,415268.659
Bethel,2021-11-01,462190.844
Bethel,2021-12-01,435532.814
Bethel,2022-01-01,399180.174
Bethel,2022-02-01,380168.125
Bethel,2022-03-01,439039.1
Bethel,2022-04-01,455080.8
Bethel,2022-05-01,428686.036
Bethel,2022-06-01,461072.585
Bethel,2022-07-01,492664.636
Bethel,2022-08-01,448697.969
Bethel,2022-09-01,475673.864
Bethlehem,2006-10-01,223000.0
Bethlehem,2006-11-01,255000.0
Bethlehem,2006-12-01,357833.167
Bethlehem,2007-01-01,342750.0
Bethlehem,2007-02-01,310000.0
Bethlehem,2007-03-01,535000.0
Bethlehem,2007-04-01,236007.0
Bethlehem,2007-05-01,419285.714
Bethlehem,2007-06-01,363900.0
Bethlehem,2007-07-01,327875.0
Bethlehem,2007-08-01,513500.0
Bethlehem,2007-09-01,215690.333
Bethlehem,2007-10-01,379092.857
Bethlehem,2007-11-01,248333.333
Bethlehem,2007-12-01,219583.333
Bethlehem,2008-01-01,401666.667
Bethlehem,2008-02-01,725000.0
Bethlehem,2008-03-01,338500.0
Bethlehem,2008-04-01,370000.0
Bethlehem,2008-05-01,231666.667
Bethlehem,2008-06-01,257534.4
Bethlehem,2008-07-01,436875.0
Bethlehem,2008-08-01,275000.0
Bethlehem,2008-09-01,210000.0
Bethlehem,2008-10-01,219028.205
Bethlehem,2008-11-01,228056.41
Bethlehem,2008-12-01,237084.615
Bethlehem,2009-01-01,246112.821
Bethlehem,2009-02-01,255141.026
Bethlehem,2009-03-01,264169.231
Bethlehem,2009-04-01,273197.436
Bethlehem,2009-05-01,282225.641
Bethlehem,2009-06-01,291253.846
Bethlehem,2009-07-01,300282.051
Bethlehem,2009-08-01,309310.256
Bethlehem,2009-09-01,318338.462
Bethlehem,2009-10-01,327366.667
Bethlehem,2009-11-01,245833.333
Bethlehem,2009-12-01,311666.667
Bethlehem,2010-01-01,218750.0
Bethlehem,2010-02-01,276500.0
Bethlehem,2010-03-01,296300.0
Bethlehem,2010-04-01,240066.667
Bethlehem,2010-05-01,275750.0
Bethlehem,2010-06-01,439600.0
Bethlehem,2010-07-01,300000.0
Bethlehem,2010-08-01,224000.0
Bethlehem,2010-09-01,427750.0
Bethlehem,2010-10-01,225400.0
Bethlehem,2010-11-01,334000.0
Bethlehem,2010-12-01,219250.0
Bethlehem,2011-01-01,298336.0
Bethlehem,2011-02-01,123750.0
Bethlehem,2011-03-01,123750.0
Bethlehem,2011-04-01,351000.0
Bethlehem,2011-05-01,140000.0
Bethlehem,2011-06-01,218833.333
Bethlehem,2011-07-01,100000.0
Bethlehem,2011-08-01,332000.0
Bethlehem,2011-09-01,85000.0
Bethlehem,2011-10-01,325000.0
Bethlehem,2011-11-01,303750.0
Bethlehem,2011-12-01,282500.0
Bethlehem,2012-01-01,243333.333
Bethlehem,2012-02-01,204166.667
Bethlehem,2012-03-01,165000.0
Bethlehem,2012-04-01,210630.75
Bethlehem,2012-05-01,510920.0
Bethlehem,2012-06-01,424210.0
Bethlehem,2012-07-01,337500.0
Bethlehem,2012-08-01,250833.333
Bethlehem,2012-09-01,128000.0
Bethlehem,2012-10-01,499000.0
Bethlehem,2012-11-01,245500.0
Bethlehem,2012-12-01,297980.0
Bethlehem,2013-01-01,150000.0
Bethlehem,2013-02-01,137833.333
Bethlehem,2013-03-01,125666.667
Bethlehem,2013-04-01,113500.0
Bethlehem,2013-05-01,333000.0
Bethlehem,2013-06-01,269666.667
Bethlehem,2013-07-01,275666.667
Bethlehem,2013-08-01,436750.0
Bethlehem,2013-09-01,175100.0
Bethlehem,2013-10-01,184579.487
Bethlehem,2013-11-01,194058.974
Bethlehem,2013-12-01,203538.462
Bethlehem,2014-01-01,213017.949
Bethlehem,2014-02-01,222497.436
Bethlehem,2014-03-01,231976.923
Bethlehem,2014-04-01,241456.41
Bethlehem,2014-05-01,250935.897
Bethlehem,2014-06-01,260415.385
Bethlehem,2014-07-01,269894.872
Bethlehem,2014-08-01,279374.359
Bethlehem,2014-09-01,288853.846
Bethlehem,2014-10-01,298333.333
Bethlehem,2014-11-01,347000.0
Bethlehem,2014-12-01,363666.667
Bethlehem,2015-01-01,190000.0
Bethlehem,2015-02-01,295500.0
Bethlehem,2015-03-01,175000.0
Bethlehem,2015-04-01,140000.0
Bethlehem,2015-05-01,315000.0
Bethlehem,2015-06-01,317166.667
Bethlehem,2015-07-01,234750.0
Bethlehem,2015-08-01,177500.0
Bethlehem,2015-09-01,202111.111
Bethlehem,2015-10-01,209833.333
Bethlehem,2015-11-01,224716.667
Bethlehem,2015-12-01,189600.0
Bethlehem,2016-01-01,172966.667
Bethlehem,2016-02-01,165000.0
Bethlehem,2016-03-01,231250.0
Bethlehem,2016-04-01,200875.0
Bethlehem,2016-05-01,239200.0
Bethlehem,2016-06-01,350000.0
Bethlehem,2016-07-01,368041.667
Bethlehem,2016-08-01,191350.0
Bethlehem,2016-09-01,261250.0
Bethlehem,2016-10-01,340980.0
Bethlehem,2016-11-01,985000.0
Bethlehem,2016-12-01,224362.5
Bethlehem,2017-01-01,181166.667
Bethlehem,2017-02-01,153083.333
Bethlehem,2017-03-01,125000.0
Bethlehem,2017-04-01,334666.667
Bethlehem,2017-05-01,298380.0
Bethlehem,2017-06-01,279425.0
Bethlehem,2017-07-01,148000.0
Bethlehem,2017-08-01,306250.0
Bethlehem,2017-09-01,136566.75
Bethlehem,2017-10-01,226133.333
Bethlehem,2017-11-01,280000.0
Bethlehem,2017-12-01,267235.333
Bethlehem,2018-01-01,335300.0
Bethlehem,2018-02-01,189875.0
Bethlehem,2018-03-01,301000.0
Bethlehem,2018-04-01,512500.0
Bethlehem,2018-05-01,252371.429
Bethlehem,2018-06-01,238000.0
Bethlehem,2018-07-01,348166.667
Bethlehem,2018-08-01,246018.5
Bethlehem,2018-09-01,410000.0
Bethlehem,2018-10-01,436828.571
Bethlehem,2018-11-01,463657.143
Bethlehem,2018-12-01,490485.714
Bethlehem,2019-01-01,517314.286
Bethlehem,2019-02-01,544142.857
Bethlehem,2019-03-01,570971.429
Bethlehem,2019-04-01,597800.0
Bethlehem,2019-05-01,540041.667
Bethlehem,2019-06-01,482283.333
Bethlehem,2019-07-01,424525.0
Bethlehem,2019-08-01,366766.667
Bethlehem,2019-09-01,309008.333
Bethlehem,2019-10-01,251250.0
Bethlehem,2019-11-01,290050.0
Bethlehem,2019-12-01,385000.0
Bethlehem,2020-01-01,413000.0
Bethlehem,2020-02-01,280000.0
Bethlehem,2020-03-01,285000.0
Bethlehem,2020-04-01,205000.0
Bethlehem,2020-05-01,169000.0
Bethlehem,2020-06-01,287237.5
Bethlehem,2020-07-01,321963.545
Bethlehem,2020-08-01,485666.667
Bethlehem,2020-09-01,235788.889
Bethlehem,2020-10-01,232366.6
Bethlehem,2020-11-01,474443.75
Bethlehem,2020-12-01,345433.333
Bethlehem,2021-01-01,460000.0
Bethlehem,2021-02-01,446250.833
Bethlehem,2021-03-01,383875.0
Bethlehem,2021-04-01,477000.0
Bethlehem,2021-05-01,463600.0
Bethlehem,2021-06-01,342278.0
Bethlehem,2021-07-01,362112.5
Bethlehem,2021-08-01,405825.286
Bethlehem,2021-09-01,350750.0
Bethlehem,2021-10-01,441725.0
Bethlehem,2021-11-01,424966.667
Bethlehem,2021-12-01,470625.0
Bethlehem,2022-01-01,403750.0
Bethlehem,2022-02-01,336333.333
Bethlehem,2022-03-01,328658.333
Bethlehem,2022-04-01,875700.0
Bethlehem,2022-05-01,341450.0
Bethlehem,2022-06-01,447065.0
Bethlehem,2022-07-01,420123.4
Bethlehem,2022-08-01,435383.333
Bethlehem,2022-09-01,363973.75
Bloomfield,2006-10-01,295936.833
Bloomfield,2006-11-01,218052.885
Bloomfield,2006-12-01,250686.097
Bloomfield,2007-01-01,224760.833
Bloomfield,2007-02-01,254492.545
Bloomfield,2007-03-01,244222.538
Bloomfield,2007-04-01,229852.0
Bloomfield,2007-05-01,222837.143
Bloomfield,2007-06-01,243087.125
Bloomfield,2007-07-01,249947.839
Bloomfield,2007-08-01,246605.257
Bloomfield,2007-09-01,234854.04
Bloomfield,2007-10-01,273797.524
Bloomfield,2007-11-01,259448.188
Bloomfield,2007-12-01,270701.833
Bloomfield,2008-01-01,262852.222
Bloomfield,2008-02-01,228818.182
Bloomfield,2008-03-01,237160.0
Bloomfield,2008-04-01,196647.222
Bloomfield,2008-05-01,219564.826
Bloomfield,2008-06-01,238062.8
Bloomfield,2008-07-01,268131.4
Bloomfield,2008-08-01,278438.056
Bloomfield,2008-09-01,221915.048
Bloomfield,2008-10-01,247617.0
Bloomfield,2008-11-01,173742.857
Bloomfield,2008-12-01,247144.8
Bloomfield,2009-01-01,243937.9
Bloomfield,2009-02-01,213492.182
Bloomfield,2009-03-01,235415.385
Bloomfield,2009-04-01,155847.059
Bloomfield,2009-05-01,244565.625
Bloomfield,2009-06-01,195288.741
Bloomfield,2009-07-01,195359.524
Bloomfield,2009-08-01,214544.444
Bloomfield,2009-09-01,220833.333
Bloomfield,2009-10-01,212750.0
Bloomfield,2009-11-01,204666.667
Bloomfield,2009-12-01,196583.333
Bloomfield,2010-01-01,188500.0
Bloomfield,2010-02-01,180416.667
Bloomfield,2010-03-01,172333.333
Bloomfield,2010-04-01,164250.0
Bloomfield,2010-05-01,156166.667
Bloomfield,2010-06-01,148083.333
Bloomfield,2010-07-01,140000.0
Bloomfield,2010-08-01,215000.0
Bloomfield,2010-09-01,244095.605
Bloomfield,2010-10-01,273191.211
Bloomfield,2010-11-01,188195.455
Bloomfield,2010-12-01,243157.143
Bloomfield,2011-01-01,239975.0
Bloomfield,2011-02-01,296333.333
Bloomfield,2011-03-01,259268.75
Bloomfield,2011-04-01,163608.333
Bloomfield,2011-05-01,257305.0
Bloomfield,2011-06-01,237531.25
Bloomfield,2011-07-01,210878.571
Bloomfield,2011-08-01,209325.308
Bloomfield,2011-09-01,232476.0
Bloomfield,2011-10-01,179670.0
Bloomfield,2011-11-01,239399.846
Bloomfield,2011-12-01,212966.933
Bloomfield,2012-01-01,200759.091
Bloomfield,2012-02-01,215236.143
Bloomfield,2012-03-01,175123.0
Bloomfield,2012-04-01,225761.905
Bloomfield,2012-05-01,241545.0
Bloomfield,2012-06-01,259711.438
Bloomfield,2012-07-01,206134.211
Bloomfield,2012-08-01,193847.96
Bloomfield,2012-09-01,181068.5
Bloomfield,2012-10-01,219442.76
Bloomfield,2012-11-01,236536.941
Bloomfield,2012-12-01,244233.261
Bloomfield,2013-01-01,212936.2
Bloomfield,2013-02-01,213614.5
Bloomfield,2013-03-01,232666.071
Bloomfield,2013-04-01,211237.353
Bloomfield,2013-05-01,215896.154
Bloomfield,2013-06-01,184776.316
Bloomfield,2013-07-01,200721.643
Bloomfield,2013-08-01,202061.905
Bloomfield,2013-09-01,204259.375
Bloomfield,2013-10-01,236258.75
Bloomfield,2013-11-01,203075.0
Bloomfield,2013-12-01,183130.692
Bloomfield,2014-01-01,176350.7
Bloomfield,2014-02-01,162491.273
Bloomfield,2014-03-01,156122.727
Bloomfield,2014-04-01,170543.333
Bloomfield,2014-05-01,220483.333
Bloomfield,2014-06-01,210493.688
Bloomfield,2014-07-01,243460.758
Bloomfield,2014-08-01,167293.742
Bloomfield,2014-09-01,160931.25
Bloomfield,2014-10-01,163563.462
Bloomfield,2014-11-01,166195.673
Bloomfield,2014-12-01,168827.885
Bloomfield,2015-01-01,171460.096
Bloomfield,2015-02-01,174092.308
Bloomfield,2015-03-01,176724.519
Bloomfield,2015-04-01,179356.731
Bloomfield,2015-05-01,181988.942
Bloomfield,2015-06-01,184621.154
Bloomfield,2015-07-01,187253.365
Bloomfield,2015-08-01,189885.577
Bloomfield,2015-09-01,192517.788
Bloomfield,2015-10-01,195150.0
Bloomfield,2015-11-01,209895.1
Bloomfield,2015-12-01,225626.885
Bloomfield,2016-01-01,153817.714
Bloomfield,2016-02-01,157463.483
Bloomfield,2016-03-01,195761.364
Bloomfield,2016-04-01,208571.304
Bloomfield,2016-05-01,209167.789
Bloomfield,2016-06-01,193611.52
Bloomfield,2016-07-01,229958.333
Bloomfield,2016-08-01,205135.0
Bloomfield,2016-09-01,221826.471
Bloomfield,2016-10-01,221660.542
Bloomfield,2016-11-01,211078.571
Bloomfield,2016-12-01,206939.522
Bloomfield,2017-01-01,178505.357
Bloomfield,2017-02-01,214146.6
Bloomfield,2017-03-01,190407.407
Bloomfield,2017-04-01,238796.429
Bloomfield,2017-05-01,211544.409
Bloomfield,2017-06-01,252030.769
Bloomfield,2017-07-01,254281.217
Bloomfield,2017-08-01,242295.455
Bloomfield,2017-09-01,228691.643
Bloomfield,2017-10-01,243910.0
Bloomfield,2017-11-01,198008.824
Bloomfield,2017-12-01,195176.667
Bloomfield,2018-01-01,191177.778
Bloomfield,2018-02-01,228263.0
Bloomfield,2018-03-01,236971.308
Bloomfield,2018-04-01,212012.5
Bloomfield,2018-05-01,190767.391
Bloomfield,2018-06-01,241395.0
Bloomfield,2018-07-01,228379.545
Bloomfield,2018-08-01,185127.292
Bloomfield,2018-09-01,147101.389
Bloomfield,2018-10-01,168404.545
Bloomfield,2018-11-01,206376.923
Bloomfield,2018-12-01,258678.571
Bloomfield,2019-01-01,234842.857
Bloomfield,2019-02-01,228833.333
Bloomfield,2019-03-01,209633.846
Bloomfield,2019-04-01,237147.059
Bloomfield,2019-05-01,219887.5
Bloomfield,2019-06-01,229260.526
Bloomfield,2019-07-01,232097.263
Bloomfield,2019-08-01,234891.875
Bloomfield,2019-09-01,235847.059
Bloomfield,2019-10-01,236776.453
Bloomfield,2019-11-01,237705.847
Bloomfield,2019-12-01,238635.242
Bloomfield,2020-01-01,239564.636
Bloomfield,2020-02-01,240494.031
Bloomfield,2020-03-01,241423.425
Bloomfield,2020-04-01,242352.819
Bloomfield,2020-05-01,243282.214
Bloomfield,2020-06-01,244211.608
Bloomfield,2020-07-01,245141.002
Bloomfield,2020-08-01,246070.397
Bloomfield,2020-09-01,246999.791
Bloomfield,2020-10-01,247929.185
Bloomfield,2020-11-01,237306.944
Bloomfield,2020-12-01,266258.824
Bloomfield,2021-01-01,231884.0
Bloomfield,2021-02-01,244134.211
Bloomfield,2021-03-01,244488.25
Bloomfield,2021-04-01,272164.13
Bloomfield,2021-05-01,264428.694
Bloomfield,2021-06-01,261265.359
Bloomfield,2021-07-01,284435.333
Bloomfield,2021-08-01,300280.435
Bloomfield,2021-09-01,264607.27
Bloomfield,2021-10-01,239218.182
Bloomfield,2021-11-01,273902.778
Bloomfield,2021-12-01,241792.281
Bloomfield,2022-01-01,261652.903
Bloomfield,2022-02-01,251423.182
Bloomfield,2022-03-01,285257.143
Bloomfield,2022-04-01,276690.704
Bloomfield,2022-05-01,296370.37
Bloomfield,2022-06-01,295321.184
Bloomfield,2022-07-01,328133.333
Bloomfield,2022-08-01,291978.846
Bloomfield,2022-09-01,275310.526
Bolton,2006-10-01,188218.333
Bolton,2006-11-01,340125.0
Bolton,2006-12-01,324500.0
Bolton,2007-01-01,230910.571
Bolton,2007-02-01,274425.0
Bolton,2007-03-01,262000.0
Bolton,2007-04-01,362333.333
Bolton,2007-05-01,326500.0
Bolton,2007-06-01,324600.0
Bolton,2007-07-01,327816.667
Bolton,2007-08-01,331000.0
Bolton,2007-09-01,288680.0
Bolton,2007-10-01,234227.857
Bolton,2007-11-01,304280.0
Bolton,2007-12-01,304500.0
Bolton,2008-01-01,314000.0
Bolton,2008-02-01,269360.0
Bolton,2008-03-01,463666.667
Bolton,2008-04-01,169900.0
Bolton,2008-05-01,221250.0
Bolton,2008-06-01,317722.222
Bolton,2008-07-01,282000.0
Bolton,2008-08-01,299636.8
Bolton,2008-09-01,316100.0
Bolton,2008-10-01,319044.231
Bolton,2008-11-01,321988.462
Bolton,2008-12-01,324932.692
Bolton,2009-01-01,327876.923
Bolton,2009-02-01,330821.154
Bolton,2009-03-01,333765.385
Bolton,2009-04-01,336709.615
Bolton,2009-05-01,339653.846
Bolton,2009-06-01,342598.077
Bolton,2009-07-01,345542.308
Bolton,2009-08-01,348486.538
Bolton,2009-09-01,351430.769
Bolton,2009-10-01,354375.0
Bolton,2009-11-01,268737.5
Bolton,2009-12-01,161250.0
Bolton,2010-01-01,318000.0
Bolton,2010-02-01,339000.0
Bolton,2010-03-01,202800.0
Bolton,2010-04-01,268500.0
Bolton,2010-05-01,301627.0
Bolton,2010-06-01,324757.143
Bolton,2010-07-01,253000.0
Bolton,2010-08-01,238966.667
Bolton,2010-09-01,207600.0
Bolton,2010-10-01,225950.0
Bolton,2010-11-01,323225.0
Bolton,2010-12-01,137500.0
Bolton,2011-01-01,187066.667
Bolton,2011-02-01,236633.333
Bolton,2011-03-01,222750.0
Bolton,2011-04-01,273580.0
Bolton,2011-05-01,351833.333
Bolton,2011-06-01,239500.0
Bolton,2011-07-01,339214.286
Bolton,2011-08-01,272833.333
Bolton,2011-09-01,276700.0
Bolton,2011-10-01,256600.0
Bolton,2011-11-01,258112.5
Bolton,2011-12-01,276500.0
Bolton,2012-01-01,241345.833
Bolton,2012-02-01,325750.0
Bolton,2012-03-01,161000.0
Bolton,2012-04-01,135300.0
Bolton,2012-05-01,217450.0
Bolton,2012-06-01,336333.333
Bolton,2012-07-01,230418.818
Bolton,2012-08-01,290408.333
Bolton,2012-09-01,230000.0
Bolton,2012-10-01,191666.667
Bolton,2012-11-01,179787.5
Bolton,2012-12-01,135000.0
Bolton,2013-01-01,227000.0
Bolton,2013-02-01,385833.333
Bolton,2013-03-01,226000.0
Bolton,2013-04-01,231845.833
Bolton,2013-05-01,340789.8
Bolton,2013-06-01,212500.0
Bolton,2013-07-01,226222.0
Bolton,2013-08-01,269911.714
Bolton,2013-09-01,247500.0
Bolton,2013-10-01,307485.875
Bolton,2013-11-01,303900.0
Bolton,2013-12-01,268700.0
Bolton,2014-01-01,196666.667
Bolton,2014-02-01,352048.75
Bolton,2014-03-01,212390.0
Bolton,2014-04-01,304750.0
Bolton,2014-05-01,160000.0
Bolton,2014-06-01,239973.0
Bolton,2014-07-01,226800.0
Bolton,2014-08-01,275960.0
Bolton,2014-09-01,281950.0
Bolton,2014-10-01,221650.0
Bolton,2014-11-01,283600.0
Bolton,2014-12-01,206850.0
Bolton,2015-01-01,178750.0
Bolton,2015-02-01,280800.0
Bolton,2015-03-01,297000.0
Bolton,2015-04-01,248428.571
Bolton,2015-05-01,217500.0
Bolton,2015-06-01,234416.667
Bolton,2015-07-01,320000.0
Bolton,2015-08-01,243875.25
Bolton,2015-09-01,256033.333
Bolton,2015-10-01,161812.0
Bolton,2015-11-01,209228.75
Bolton,2015-12-01,260566.667
Bolton,2016-01-01,239783.333
Bolton,2016-02-01,219000.0
Bolton,2016-03-01,300750.0
Bolton,2016-04-01,229362.5
Bolton,2016-05-01,239175.25
Bolton,2016-06-01,244400.0
Bolton,2016-07-01,285312.5
Bolton,2016-08-01,264350.0
Bolton,2016-09-01,243752.5
Bolton,2016-10-01,246181.818
Bolton,2016-11-01,274600.0
Bolton,2016-12-01,294709.091
Bolton,2017-01-01,244303.0
Bolton,2017-02-01,169900.0
Bolton,2017-03-01,189000.0
Bolton,2017-04-01,313800.0
Bolton,2017-05-01,315500.0
Bolton,2017-06-01,234272.636
Bolton,2017-07-01,201053.571
Bolton,2017-08-01,316572.727
Bolton,2017-09-01,247180.0
Bolton,2017-10-01,327828.571
Bolton,2017-11-01,296850.0
Bolton,2017-12-01,361200.0
Bolton,2018-01-01,200000.0
Bolton,2018-02-01,267442.857
Bolton,2018-03-01,348300.0
Bolton,2018-04-01,303166.667
Bolton,2018-05-01,246000.0
Bolton,2018-06-01,224540.0
Bolton,2018-07-01,286286.267
Bolton,2018-08-01,303289.875
Bolton,2018-09-01,294128.571
Bolton,2018-10-01,318000.0
Bolton,2018-11-01,319425.0
Bolton,2018-12-01,320850.0
Bolton,2019-01-01,322275.0
Bolton,2019-02-01,323700.0
Bolton,2019-03-01,325125.0
Bolton,2019-04-01,326550.0
Bolton,2019-05-01,327975.0
Bolton,2019-06-01,329400.0
Bolton,2019-07-01,330825.0
Bolton,2019-08-01,332250.0
Bolton,2019-09-01,333675.0
Bolton,2019-10-01,335100.0
Bolton,2019-11-01,279112.5
Bolton,2019-12-01,218458.333
Bolton,2020-01-01,237166.667
Bolton,2020-02-01,291333.5
Bolton,2020-03-01,185350.0
Bolton,2020-04-01,265010.714
Bolton,2020-05-01,167500.0
Bolton,2020-06-01,260483.333
Bolton,2020-07-01,276177.778
Bolton,2020-08-01,372330.0
Bolton,2020-09-01,278137.5
Bolton,2020-10-01,247854.545
Bolton,2020-11-01,339650.1
Bolton,2020-12-01,303515.75
Bolton,2021-01-01,317500.0
Bolton,2021-02-01,314000.0
Bolton,2021-03-01,279000.0
Bolton,2021-04-01,296685.714
Bolton,2021-05-01,276451.0
Bolton,2021-06-01,280354.545
Bolton,2021-07-01,388716.667
Bolton,2021-08-01,373800.0
Bolton,2021-09-01,365082.818
Bolton,2021-10-01,369200.0
Bolton,2021-11-01,314444.444
Bolton,2021-12-01,405000.0
Bolton,2022-01-01,334125.0
Bolton,2022-02-01,377066.667
Bolton,2022-03-01,295433.333
Bolton,2022-04-01,273200.0
Bolton,2022-05-01,298571.429
Bolton,2022-06-01,419128.571
Bolton,2022-07-01,353140.0
Bolton,2022-08-01,279233.333
Bolton,2022-09-01,237500.0
Bozrah,2006-10-01,237583.333
Bozrah,2006-11-01,232333.333
Bozrah,2006-12-01,385000.0
Bozrah,2007-01-01,311500.0
Bozrah,2007-02-01,238000.0
Bozrah,2007-03-01,330000.0
Bozrah,2007-04-01,312250.0
Bozrah,2007-05-01,310500.0
Bozrah,2007-06-01,264500.0
Bozrah,2007-07-01,227500.0
Bozrah,2007-08-01,159400.0
Bozrah,2007-09-01,195500.0
Bozrah,2007-10-01,190576.923
Bozrah,2007-11-01,185653.846
Bozrah,2007-12-01,180730.769
Bozrah,2008-01-01,175807.692
Bozrah,2008-02-01,170884.615
Bozrah,2008-03-01,165961.538
Bozrah,2008-04-01,161038.462
