Town,Sale Amount,Date,Projected,Lower_CI,Upper_CI
Barkhamsted,353473.07954550174,2024-12-01,True,-43511.71438189404,750457.8734728976
Barkhamsted,397769.71000937885,2025-01-01,True,-12824.993860497838,808364.4138792555
Barkhamsted,386805.5471641012,2025-02-01,True,-30689.93766871275,804301.0319969151
Barkhamsted,415335.1142329498,2025-03-01,True,-9068.985179257812,839739.2136451574
Barkhamsted,437795.7897435719,2025-04-01,True,6409.891344139236,869181.6881430045
Barkhamsted,395761.53989560134,2025-05-01,True,-42494.94600351044,834018.0257947131
Barkhamsted,411507.30095055583,2025-06-01,True,-33513.71188546816,856528.3137865798
Barkhamsted,412023.43490747,2025-07-01,True,-39659.83195042639,863706.7017653664
Barkhamsted,433371.3108564813,2025-08-01,True,-24876.59015592083,891619.2118688835
Barkhamsted,379171.8039923529,2025-09-01,True,-85561.94467897521,843905.5526636811
Barkhamsted,395947.1022045279,2025-10-01,True,-75164.88389447914,867059.0883035349
Barkhamsted,429080.3829208893,2025-11-01,True,-48324.62624012865,906485.3920819073
Barkhamsted,365557.58967860765,2025-12-01,True,-118058.56413817668,849173.7434953919
Beacon Falls,280055.2908167538,2006-10-01,False,,
Beacon Falls,280055.2908167538,2006-11-01,False,,
Beacon Falls,280055.2908167538,2006-12-01,False,,
Beacon Falls,280055.2908167538,2007-01-01,False,,
Beacon Falls,280055.2908167538,2007-02-01,False,,
Beacon Falls,280055.2908167538,2007-03-01,False,,
Beacon Falls,280055.2908167538,2007-04-01,False,,
Beacon Falls,280055.2908167538,2007-05-01,False,,
Beacon Falls,280055.2908167538,2007-06-01,False,,
Beacon Falls,280055.2908167538,2007-07-01,False,,
Beacon Falls,280055.2908167538,2007-08-01,False,,
Beacon Falls,280055.2908167538,2007-09-01,False,,
Beacon Falls,180180.0,2007-10-01,False,,
Beacon Falls,342784.0,2007-11-01,False,,
Beacon Falls,42900.0,2007-12-01,False,,
Beacon Falls,216125.0,2008-01-01,False,,
Beacon Falls,390736.6666666667,2008-02-01,False,,
Beacon Falls,397150.0,2008-03-01,False,,
Beacon Falls,185873.35,2008-04-01,False,,
Beacon Falls,278554.15714285715,2008-05-01,False,,
Beacon Falls,443251.25,2008-06-01,False,,
Beacon Falls,377650.0,2008-07-01,False,,
Beacon Falls,114400.0,2008-08-01,False,,
Beacon Falls,487500.0,2008-09-01,False,,
Beacon Falls,448500.0,2008-10-01,False,,
Beacon Falls,280055.2908167538,2008-11-01,False,,
Beacon Falls,422500.0,2008-12-01,False,,
Beacon Falls,330427.5,2009-01-01,False,,
Beacon Falls,294424.0,2009-02-01,False,,
Beacon Falls,217018.75,2009-03-01,False,,
Beacon Falls,226954.0,2009-04-01,False,,
Beacon Falls,287195.62857142853,2009-05-01,False,,
Beacon Falls,221000.0,2009-06-01,False,,
Beacon Falls,289186.73333333334,2009-07-01,False,,
Beacon Falls,342333.3333333333,2009-08-01,False,,
Beacon Falls,315575.0,2009-09-01,False,,
Beacon Falls,188716.66666666663,2009-10-01,False,,
Beacon Falls,289250.0,2009-11-01,False,,
Beacon Falls,107867.5,2009-12-01,False,,
Beacon Falls,181133.33333333337,2010-01-01,False,,
Beacon Falls,282766.25,2010-02-01,False,,
Beacon Falls,171275.0,2010-03-01,False,,
Beacon Falls,317824.0,2010-04-01,False,,
Beacon Falls,270881.9285714286,2010-05-01,False,,
Beacon Falls,299390.0,2010-06-01,False,,
Beacon Falls,175933.33333333334,2010-07-01,False,,
Beacon Falls,313970.4285714286,2010-08-01,False,,
Beacon Falls,273216.6666666667,2010-09-01,False,,
Beacon Falls,302900.0,2010-10-01,False,,
Beacon Falls,171600.0,2010-11-01,False,,
Beacon Falls,312433.22500000003,2010-12-01,False,,
Beacon Falls,182001.3,2011-01-01,False,,
Beacon Falls,280055.2908167538,2011-02-01,False,,
Beacon Falls,220350.0,2011-03-01,False,,
Beacon Falls,224883.75,2011-04-01,False,,
Beacon Falls,280055.2908167538,2011-05-01,False,,
Beacon Falls,169325.0,2011-06-01,False,,
Beacon Falls,122850.0,2011-07-01,False,,
Beacon Falls,286652.6,2011-08-01,False,,
Beacon Falls,385078.5714285714,2011-09-01,False,,
Beacon Falls,280055.2908167538,2011-10-01,False,,
Beacon Falls,280055.2908167538,2011-11-01,False,,
Beacon Falls,280055.2908167538,2011-12-01,False,,
Beacon Falls,280055.2908167538,2012-01-01,False,,
Beacon Falls,280055.2908167538,2012-02-01,False,,
Beacon Falls,280055.2908167538,2012-03-01,False,,
Beacon Falls,280055.2908167538,2012-04-01,False,,
Beacon Falls,280055.2908167538,2012-05-01,False,,
Beacon Falls,280055.2908167538,2012-06-01,False,,
Beacon Falls,280055.2908167538,2012-07-01,False,,
Beacon Falls,280055.2908167538,2012-08-01,False,,
Beacon Falls,280055.2908167538,2012-09-01,False,,
Beacon Falls,158275.0,2012-10-01,False,,
Beacon Falls,209340.67142857143,2012-11-01,False,,
Beacon Falls,345150.0,2012-12-01,False,,
Beacon Falls,194271.22,2013-01-01,False,,
Beacon Falls,107696.33333333331,2013-02-01,False,,
Beacon Falls,161200.0,2013-03-01,False,,
Beacon Falls,179627.5,2013-04-01,False,,
Beacon Falls,335400.0,2013-05-01,False,,
Beacon Falls,323916.6666666667,2013-06-01,False,,
Beacon Falls,248560.0,2013-07-01,False,,
Beacon Falls,254020.0,2013-08-01,False,,
Beacon Falls,234411.66666666663,2013-09-01,False,,
Beacon Falls,362656.6666666667,2013-10-01,False,,
Beacon Falls,278768.75,2013-11-01,False,,
Beacon Falls,227012.5,2013-12-01,False,,
Beacon Falls,330627.14285714284,2014-01-01,False,,
Beacon Falls,339943.6625,2014-02-01,False,,
Beacon Falls,270796.825,2014-03-01,False,,
Beacon Falls,63050.0,2014-04-01,False,,
Beacon Falls,257400.0,2014-05-01,False,,
Beacon Falls,354900.0,2014-06-01,False,,
Beacon Falls,242914.2857142857,2014-07-01,False,,
Beacon Falls,270703.3333333333,2014-08-01,False,,
Beacon Falls,324902.5,2014-09-01,False,,
Beacon Falls,276640.0,2014-10-01,False,,
Beacon Falls,266459.375,2014-11-01,False,,
Beacon Falls,309367.5,2014-12-01,False,,
Beacon Falls,229016.66666666663,2015-01-01,False,,
Beacon Falls,304200.0,2015-02-01,False,,
Beacon Falls,200633.33333333337,2015-03-01,False,,
Beacon Falls,127725.0,2015-04-01,False,,
Beacon Falls,274099.4285714286,2015-05-01,False,,
Beacon Falls,325731.25,2015-06-01,False,,
Beacon Falls,212399.05555555556,2015-07-01,False,,
Beacon Falls,182414.7,2015-08-01,False,,
Beacon Falls,317538.0,2015-09-01,False,,
Beacon Falls,208795.71818181817,2015-10-01,False,,
Beacon Falls,229016.66666666663,2015-11-01,False,,
Beacon Falls,344760.0,2015-12-01,False,,
Beacon Falls,264712.5,2016-01-01,False,,
Beacon Falls,241860.32,2016-02-01,False,,
Beacon Falls,197850.7142857143,2016-03-01,False,,
Beacon Falls,190366.58333333337,2016-04-01,False,,
Beacon Falls,264550.0,2016-05-01,False,,
Beacon Falls,449363.9583333333,2016-06-01,False,,
Beacon Falls,231058.425,2016-07-01,False,,
Beacon Falls,242226.5625,2016-08-01,False,,
Beacon Falls,312573.1818181818,2016-09-01,False,,
Beacon Falls,280055.2908167538,2016-10-01,False,,
Beacon Falls,280055.2908167538,2016-11-01,False,,
Beacon Falls,280055.2908167538,2016-12-01,False,,
Beacon Falls,280055.2908167538,2017-01-01,False,,
Beacon Falls,280055.2908167538,2017-02-01,False,,
Beacon Falls,280055.2908167538,2017-03-01,False,,
Beacon Falls,280055.2908167538,2017-04-01,False,,
Beacon Falls,280055.2908167538,2017-05-01,False,,
Beacon Falls,280055.2908167538,2017-06-01,False,,
Beacon Falls,280055.2908167538,2017-07-01,False,,
Beacon Falls,280055.2908167538,2017-08-01,False,,
Beacon Falls,280055.2908167538,2017-09-01,False,,
Beacon Falls,332265.55555555556,2017-10-01,False,,
Beacon Falls,280055.2908167538,2017-11-01,False,,
Beacon Falls,343590.0,2017-12-01,False,,
Beacon Falls,294959.1125,2018-01-01,False,,
Beacon Falls,273975.0,2018-02-01,False,,
Beacon Falls,458037.05999999994,2018-03-01,False,,
Beacon Falls,261509.08333333337,2018-04-01,False,,
Beacon Falls,281287.5,2018-05-01,False,,
Beacon Falls,291980.0,2018-06-01,False,,
Beacon Falls,241572.5,2018-07-01,False,,
Beacon Falls,403910.0,2018-08-01,False,,
Beacon Falls,249166.66666666663,2018-09-01,False,,
Beacon Falls,169960.15833333333,2018-10-01,False,,
Beacon Falls,286812.5,2018-11-01,False,,
Beacon Falls,285744.42000000004,2018-12-01,False,,
Beacon Falls,274430.0,2019-01-01,False,,
Beacon Falls,133729.91666666666,2019-02-01,False,,
Beacon Falls,271961.625,2019-03-01,False,,
Beacon Falls,277429.28571428574,2019-04-01,False,,
Beacon Falls,395496.5625,2019-05-01,False,,
Beacon Falls,342703.63636363635,2019-06-01,False,,
Beacon Falls,356908.64444444445,2019-07-01,False,,
Beacon Falls,294775.0,2019-08-01,False,,
Beacon Falls,332359.3,2019-09-01,False,,
Beacon Falls,297804.0,2019-10-01,False,,
Beacon Falls,246176.66666666663,2019-11-01,False,,
Beacon Falls,280751.25,2019-12-01,False,,
Beacon Falls,173052.65714285715,2020-01-01,False,,
Beacon Falls,381441.6666666667,2020-02-01,False,,
Beacon Falls,326404.0,2020-03-01,False,,
Beacon Falls,293771.14,2020-04-01,False,,
Beacon Falls,331110.0,2020-05-01,False,,
Beacon Falls,370091.4285714286,2020-06-01,False,,
Beacon Falls,378357.77777777775,2020-07-01,False,,
Beacon Falls,443828.125,2020-08-01,False,,
Beacon Falls,164385.0,2020-09-01,False,,
Beacon Falls,398282.7642857143,2020-10-01,False,,
Beacon Falls,261309.57272727272,2020-11-01,False,,
Beacon Falls,369830.9875,2020-12-01,False,,
Beacon Falls,229558.33333333337,2021-01-01,False,,
Beacon Falls,445510.0,2021-02-01,False,,
Beacon Falls,395899.8333333333,2021-03-01,False,,
Beacon Falls,297328.5714285714,2021-04-01,False,,
Beacon Falls,400847.3000000001,2021-05-01,False,,
Beacon Falls,276437.43636363634,2021-06-01,False,,
Beacon Falls,435655.1333333333,2021-07-01,False,,
Beacon Falls,415726.0421052632,2021-08-01,False,,
Beacon Falls,358194.915,2021-09-01,False,,
Beacon Falls,280055.2908167538,2021-10-01,False,,
Beacon Falls,280055.2908167538,2021-11-01,False,,
Beacon Falls,280055.2908167538,2021-12-01,False,,
Beacon Falls,280055.2908167538,2022-01-01,False,,
Beacon Falls,280055.2908167538,2022-02-01,False,,
Beacon Falls,280055.2908167538,2022-03-01,False,,
Beacon Falls,280055.2908167538,2022-04-01,False,,
Beacon Falls,280055.2908167538,2022-05-01,False,,
Beacon Falls,280055.2908167538,2022-06-01,False,,
Beacon Falls,280055.2908167538,2022-07-01,False,,
Beacon Falls,280055.2908167538,2022-08-01,False,,
Beacon Falls,280055.2908167538,2022-09-01,False,,
Beacon Falls,280055.2908167538,2022-10-01,False,,
Beacon Falls,280055.2908167538,2022-11-01,False,,
Beacon Falls,280055.2908167538,2022-12-01,False,,
Beacon Falls,240874.18719948106,2023-01-01,True,25343.839475791523,456404.5349231706
Beacon Falls,288378.45867409784,2023-02-01,True,66420.87887697172,510336.03847122396
Beacon Falls,290319.90687909006,2023-03-01,True,62116.042481767276,518523.7712764129
Beacon Falls,244973.8304980178,2023-04-01,True,10690.155691295862,479257.50530473975
Beacon Falls,304266.4408141238,2023-05-01,True,64056.78884121188,544476.0927870357
Beacon Falls,301732.25088235893,2023-06-01,True,55739.33716846691,547725.164596251
Beacon Falls,296130.44364518987,2023-07-01,True,44487.14373803331,547773.7435523465
Beacon Falls,311993.71158763615,2023-08-01,True,54824.14243457117,569163.2807407011
Beacon Falls,278965.1109170958,2023-09-01,True,16387.998760280316,541542.2230739113
Beacon Falls,279296.8878968914,2023-10-01,True,11419.65150043962,547174.1242933432
Beacon Falls,261713.06667976824,2023-11-01,True,-11361.441261802946,534787.5746213394
Beacon Falls,289239.6411720433,2023-12-01,True,11064.947094703966,567414.3352493825
Beacon Falls,242549.21060114296,2024-01-01,True,-50361.58530297736,535460.0065052633
Beacon Falls,290053.48207575973,2024-02-01,True,-9460.96876440238,589567.9329159218
Beacon Falls,291994.93028075196,2024-03-01,True,-13980.686895772757,597970.5474572766
Beacon Falls,246648.85389967967,2024-04-01,True,-65654.28485290986,558951.9926522692
Beacon Falls,305941.4642157857,2024-05-01,True,-12563.516531208588,624446.44496278
Beacon Falls,303407.2742840208,2024-06-01,True,-21181.072961939266,627995.6215299809
Beacon Falls,297805.46704685176,2024-07-01,True,-32754.312281593448,628365.246375297
Beacon Falls,313668.73498929804,2024-08-01,True,-22756.502485794073,650093.9724643901
Beacon Falls,280640.1343187577,2024-09-01,True,-61551.966780683724,622832.2354181991
Beacon Falls,280971.9112985533,2024-10-01,True,-66887.99985002057,628831.8224471272
Beacon Falls,263388.0900814301,2024-11-01,True,-90048.74954216025,616824.9297050205
Beacon Falls,290914.6645737051,2024-12-01,True,-68012.46179332497,649841.7909407353
Beacon Falls,244224.23400280476,2025-01-01,True,-128712.16723854488,617160.6352441544
Beacon Falls,291728.50547742157,2025-02-01,True,-88106.63600853109,671563.6469633742
Beacon Falls,293669.9536824138,2025-03-01,True,-92940.84578732791,680280.7531521556
Beacon Falls,248323.8773013415,2025-04-01,True,-144945.85966604983,641593.6142687328
Beacon Falls,307616.4876174475,2025-05-01,True,-92201.29829602846,707434.2735309235
Beacon Falls,305082.29768568266,2025-06-01,True,-101178.01051240275,711342.6058837681
Beacon Falls,299480.4904485136,2025-07-01,True,-113121.75660864194,712082.7375056691
Beacon Falls,315343.7583909599,2025-08-01,True,-103504.41306728829,734191.9298492081
Beacon Falls,282315.1577204195,2025-09-01,True,-142691.77570484264,707322.0911456817
Beacon Falls,282646.9347002151,2025-10-01,True,-148424.1208511346,713717.9902515649
Beacon Falls,265063.11348309193,2025-11-01,True,-171987.92865062773,702114.1556168116
Beacon Falls,292589.68797536695,2025-12-01,True,-150360.61706703366,735539.9930177676
Berlin,356948.17600000004,2006-10-01,False,,
Berlin,348267.78235294117,2006-11-01,False,,
Berlin,376962.4181818182,2006-12-01,False,,
Berlin,367203.5714285714,2007-01-01,False,,
Berlin,277740.3909090909,2007-02-01,False,,
Berlin,441458.3333333333,2007-03-01,False,,
Berlin,405256.4285714286,2007-04-01,False,,
Berlin,398320.0,2007-05-01,False,,
Berlin,382084.35,2007-06-01,False,,
Berlin,410141.6129032258,2007-07-01,False,,
Berlin,390088.94736842107,2007-08-01,False,,
Berlin,353952.65454545454,2007-09-01,False,,
Berlin,349262.37874578143,2007-10-01,False,,
Berlin,349262.37874578143,2007-11-01,False,,
Berlin,349262.37874578143,2007-12-01,False,,
Berlin,349262.37874578143,2008-01-01,False,,
Berlin,349262.37874578143,2008-02-01,False,,
Berlin,349262.37874578143,2008-03-01,False,,
Berlin,349262.37874578143,2008-04-01,False,,
Berlin,349262.37874578143,2008-05-01,False,,
Berlin,349262.37874578143,2008-06-01,False,,
Berlin,349262.37874578143,2008-07-01,False,,
Berlin,349262.37874578143,2008-08-01,False,,
Berlin,349262.37874578143,2008-09-01,False,,
Berlin,400789.6904761905,2008-10-01,False,,
Berlin,283140.0,2008-11-01,False,,
Berlin,392991.73333333334,2008-12-01,False,,
Berlin,370760.0,2009-01-01,False,,
Berlin,420842.5,2009-02-01,False,,
Berlin,339232.0578947368,2009-03-01,False,,
Berlin,368609.0909090909,2009-04-01,False,,
Berlin,275105.0,2009-05-01,False,,
Berlin,362744.6875,2009-06-01,False,,
Berlin,298223.4210526316,2009-07-01,False,,
Berlin,348981.17647058825,2009-08-01,False,,
Berlin,286872.0833333333,2009-09-01,False,,
Berlin,329929.1666666667,2009-10-01,False,,
Berlin,342021.875,2009-11-01,False,,
Berlin,274930.5,2009-12-01,False,,
Berlin,330272.22222222225,2010-01-01,False,,
Berlin,368864.1666666667,2010-02-01,False,,
Berlin,339581.2875,2010-03-01,False,,
Berlin,428636.7647058823,2010-04-01,False,,
Berlin,351877.5,2010-05-01,False,,
Berlin,274185.6,2010-06-01,False,,
Berlin,370907.3333333333,2010-07-01,False,,
Berlin,409326.6666666667,2010-08-01,False,,
Berlin,328250.0,2010-09-01,False,,
Berlin,290418.9166666667,2010-10-01,False,,
Berlin,389809.65263157897,2010-11-01,False,,
Berlin,281970.0,2010-12-01,False,,
Berlin,380250.0,2011-01-01,False,,
Berlin,315972.22222222225,2011-02-01,False,,
Berlin,304145.8333333333,2011-03-01,False,,
Berlin,434391.17647058825,2011-04-01,False,,
Berlin,310715.87857142853,2011-05-01,False,,
Berlin,329167.64705882355,2011-06-01,False,,
Berlin,310204.375,2011-07-01,False,,
Berlin,305670.625,2011-08-01,False,,
Berlin,286960.55555555556,2011-09-01,False,,
Berlin,333440.71428571426,2011-10-01,False,,
Berlin,373753.21176470583,2011-11-01,False,,
Berlin,300899.3,2011-12-01,False,,
Berlin,281218.8888888889,2012-01-01,False,,
Berlin,370061.25,2012-02-01,False,,
Berlin,304122.0,2012-03-01,False,,
Berlin,328602.80555555556,2012-04-01,False,,
Berlin,286208.0,2012-05-01,False,,
Berlin,283261.13636363635,2012-06-01,False,,
Berlin,335215.075,2012-07-01,False,,
Berlin,348430.11666666664,2012-08-01,False,,
Berlin,323122.22222222225,2012-09-01,False,,
Berlin,349262.37874578143,2012-10-01,False,,
Berlin,349262.37874578143,2012-11-01,False,,
Berlin,349262.37874578143,2012-12-01,False,,
Berlin,349262.37874578143,2013-01-01,False,,
Berlin,349262.37874578143,2013-02-01,False,,
Berlin,349262.37874578143,2013-03-01,False,,
Berlin,349262.37874578143,2013-04-01,False,,
Berlin,349262.37874578143,2013-05-01,False,,
Berlin,349262.37874578143,2013-06-01,False,,
Berlin,349262.37874578143,2013-07-01,False,,
Berlin,349262.37874578143,2013-08-01,False,,
Berlin,349262.37874578143,2013-09-01,False,,
Berlin,329722.4210526316,2013-10-01,False,,
Berlin,339126.6666666667,2013-11-01,False,,
Berlin,381501.85185185185,2013-12-01,False,,
Berlin,343815.3333333333,2014-01-01,False,,
Berlin,398869.5454545454,2014-02-01,False,,
Berlin,408633.3333333333,2014-03-01,False,,
Berlin,358583.3333333333,2014-04-01,False,,
Berlin,300267.5,2014-05-01,False,,
Berlin,332261.2703703704,2014-06-01,False,,
Berlin,293217.44399999996,2014-07-01,False,,
Berlin,338870.935,2014-08-01,False,,
Berlin,327408.82352941175,2014-09-01,False,,
Berlin,315102.2727272727,2014-10-01,False,,
Berlin,361437.1428571429,2014-11-01,False,,
Berlin,304465.9090909091,2014-12-01,False,,
Berlin,325442.0,2015-01-01,False,,
Berlin,222300.0,2015-02-01,False,,
Berlin,300820.0,2015-03-01,False,,
Berlin,329502.7272727273,2015-04-01,False,,
Berlin,254881.25,2015-05-01,False,,
Berlin,352102.5925925926,2015-06-01,False,,
Berlin,364384.347826087,2015-07-01,False,,
Berlin,348621.5909090909,2015-08-01,False,,
Berlin,268137.688,2015-09-01,False,,
Berlin,356180.69696969696,2015-10-01,False,,
Berlin,358655.48333333334,2015-11-01,False,,
Berlin,289748.3333333333,2015-12-01,False,,
Berlin,262969.9583333333,2016-01-01,False,,
Berlin,257507.79166666663,2016-02-01,False,,
Berlin,313895.8333333333,2016-03-01,False,,
Berlin,293659.93913043477,2016-04-01,False,,
Berlin,341865.1785714286,2016-05-01,False,,
Berlin,295463.8375,2016-06-01,False,,
Berlin,315755.7,2016-07-01,False,,
Berlin,340116.846875,2016-08-01,False,,
Berlin,338381.42,2016-09-01,False,,
Berlin,313924.104,2016-10-01,False,,
Berlin,321885.4166666667,2016-11-01,False,,
Berlin,308765.0,2016-12-01,False,,
Berlin,311896.4,2017-01-01,False,,
Berlin,242758.80909090908,2017-02-01,False,,
Berlin,293138.5294117647,2017-03-01,False,,
Berlin,322527.70952380955,2017-04-01,False,,
Berlin,302541.4736842105,2017-05-01,False,,
Berlin,314275.0,2017-06-01,False,,
Berlin,359672.3,2017-07-01,False,,
Berlin,357740.275862069,2017-08-01,False,,
Berlin,435274.125,2017-09-01,False,,
Berlin,318010.9636363636,2017-10-01,False,,
Berlin,349262.37874578143,2017-11-01,False,,
Berlin,349262.37874578143,2017-12-01,False,,
Berlin,349262.37874578143,2018-01-01,False,,
Berlin,349262.37874578143,2018-02-01,False,,
Berlin,349262.37874578143,2018-03-01,False,,
Berlin,349262.37874578143,2018-04-01,False,,
Berlin,349262.37874578143,2018-05-01,False,,
Berlin,349262.37874578143,2018-06-01,False,,
Berlin,349262.37874578143,2018-07-01,False,,
Berlin,349262.37874578143,2018-08-01,False,,
Berlin,349262.37874578143,2018-09-01,False,,
Berlin,183708.62162162163,2018-10-01,False,,
Berlin,231913.80952380953,2018-11-01,False,,
Berlin,335089.44444444444,2018-12-01,False,,
Berlin,327014.0714285714,2019-01-01,False,,
Berlin,284614.10714285716,2019-02-01,False,,
Berlin,352810.71428571426,2019-03-01,False,,
Berlin,307476.208,2019-04-01,False,,
Berlin,341027.68411111116,2019-05-01,False,,
Berlin,340330.71428571426,2019-06-01,False,,
Berlin,338690.625,2019-07-01,False,,
Berlin,366860.0,2019-08-01,False,,
Berlin,401131.848,2019-09-01,False,,
Berlin,342060.0,2019-10-01,False,,
Berlin,357063.2,2019-11-01,False,,
Berlin,318777.9310344828,2019-12-01,False,,
Berlin,474850.0,2020-01-01,False,,
Berlin,313911.0,2020-02-01,False,,
Berlin,383391.1956521739,2020-03-01,False,,
Berlin,391976.0,2020-04-01,False,,
Berlin,351167.14285714284,2020-05-01,False,,
Berlin,387500.4404761905,2020-06-01,False,,
Berlin,380289.4333333333,2020-07-01,False,,
Berlin,399201.7391304347,2020-08-01,False,,
Berlin,434353.1111111111,2020-09-01,False,,
Berlin,393909.28571428574,2020-10-01,False,,
Berlin,381467.8947368421,2020-11-01,False,,
Berlin,382263.3608695652,2020-12-01,False,,
Berlin,368065.2625,2021-01-01,False,,
Berlin,398450.76206896553,2021-02-01,False,,
Berlin,341476.2962962963,2021-03-01,False,,
Berlin,386546.7272727273,2021-04-01,False,,
Berlin,414834.82857142854,2021-05-01,False,,
Berlin,396335.7894736842,2021-06-01,False,,
Berlin,404621.03809523815,2021-07-01,False,,
Berlin,449123.56666666665,2021-08-01,False,,
Berlin,381013.1787878788,2021-09-01,False,,
Berlin,399435.36486486485,2021-10-01,False,,
Berlin,430622.19032258063,2021-11-01,False,,
Berlin,427896.6851851852,2021-12-01,False,,
Berlin,438367.7434782609,2022-01-01,False,,
Berlin,409283.3333333333,2022-02-01,False,,
Berlin,487326.84,2022-03-01,False,,
Berlin,451032.6999999999,2022-04-01,False,,
Berlin,436027.6470588235,2022-05-01,False,,
Berlin,446282.5,2022-06-01,False,,
Berlin,476779.18888888886,2022-07-01,False,,
Berlin,458446.5294117647,2022-08-01,False,,
Berlin,449777.8103448276,2022-09-01,False,,
Berlin,349262.37874578143,2022-10-01,False,,
Berlin,349262.37874578143,2022-11-01,False,,
Berlin,349262.37874578143,2022-12-01,False,,
Berlin,380573.38695155166,2023-01-01,True,272479.1448780332,488667.6290250701
Berlin,344065.8240834292,2023-02-01,True,226232.8461739504,461898.80199290795
Berlin,377337.777381482,2023-03-01,True,247146.796732273,507528.758030691
Berlin,376048.53888084047,2023-04-01,True,234574.96466357817,517522.11309810274
Berlin,369357.6692838789,2023-05-01,True,217437.12109749523,521278.21747026255
Berlin,376143.88920126227,2023-06-01,True,214449.93841518738,537837.8399873371
Berlin,388308.1262523197,2023-07-01,True,217398.75120020282,559217.5013044366
Berlin,399931.78748996457,2023-08-01,True,220279.08552275092,579584.4894571782
Berlin,393361.34538917535,2023-09-01,True,205371.57039236746,581351.1203859833
Berlin,342686.18031203974,2023-10-01,True,146713.7096394743,538658.6509846052
Berlin,356447.72465276724,2023-11-01,True,152805.23646857595,560090.2128369585
Berlin,355314.6415480326,2023-12-01,True,144280.71830054067,566348.5647955245
Berlin,378957.717902118,2024-01-01,True,152202.78853112643,605712.6472731095
Berlin,343992.8290593921,2024-02-01,True,107450.41629368567,580535.2418250985
Berlin,377264.7823574449,2024-03-01,True,130724.19409490359,623805.3706199862
Berlin,375975.5438568034,2024-04-01,True,119826.73889205945,632124.3488215473
Berlin,369284.6742598418,2024-05-01,True,103875.25673852308,634694.0917811606
Berlin,376070.8941772251,2024-06-01,True,101713.26710389229,650428.521250558
Berlin,388235.1312282826,2024-07-01,True,105212.06475127873,671258.1977052864
Berlin,399858.7924659274,2024-08-01,True,108427.84988465492,691289.7350472
Berlin,393288.3503651382,2024-09-01,True,93685.3175765829,692891.3831536935
Berlin,342613.1852880026,2024-10-01,True,35055.31288597046,650171.0576900347
Berlin,356374.72962873004,2024-11-01,True,41062.64232093014,671686.8169365299
Berlin,355241.6465239954,2024-12-01,True,32361.514000229014,678121.7790477618
Berlin,378884.7228780808,2025-01-01,True,41721.475202459435,716047.9705537022
Berlin,343919.8340353549,2025-02-01,True,-2947.4858472433407,690787.1539179531
Berlin,377191.78733340773,2025-03-01,True,20384.713038628746,733998.8616281867
Berlin,375902.5488327662,2025-04-01,True,9425.211291326326,742379.886374206
Berlin,369211.6792358046,2025-05-01,True,-6687.229510032048,745110.5879816413
Berlin,375997.89915318793,2025-06-01,True,-9092.142605067696,761087.9409114436
Berlin,388162.1362042454,2025-07-01,True,-5904.724781256227,782228.9971897469
Berlin,399785.79744189023,2025-08-01,True,-3057.8726475007134,802629.4675312812
Berlin,393215.355341101,2025-09-01,True,-18218.066311122675,804648.7769933247
Berlin,342540.1902639654,2025-10-01,True,-77307.01540857495,762387.3959365058
Berlin,356301.73460469284,2025-11-01,True,-71793.92247043946,784397.3916798251
Berlin,355168.6514999582,2025-12-01,True,-81019.50419383182,791356.8071937482
Bethany,496275.0,2006-10-01,False,,
Bethany,828728.3333333334,2006-11-01,False,,
Bethany,426720.58,2006-12-01,False,,
Bethany,391300.0,2007-01-01,False,,
Bethany,377866.6666666667,2007-02-01,False,,
Bethany,582114.0,2007-03-01,False,,
Bethany,671450.0,2007-04-01,False,,
Bethany,601791.6666666666,2007-05-01,False,,
Bethany,654000.0,2007-06-01,False,,
Bethany,594328.9444444445,2007-07-01,False,,
Bethany,601250.0,2007-08-01,False,,
Bethany,595075.0,2007-09-01,False,,
Bethany,686335.0,2007-10-01,False,,
Bethany,532090.0,2007-11-01,False,,
Bethany,505531.0,2007-12-01,False,,
Bethany,458250.0,2008-01-01,False,,
Bethany,425285.71428571426,2008-02-01,False,,
Bethany,851337.3375,2008-03-01,False,,
Bethany,393466.6666666667,2008-04-01,False,,
Bethany,535145.0,2008-05-01,False,,
Bethany,565220.0666666667,2008-06-01,False,,
Bethany,681590.0,2008-07-01,False,,
Bethany,577416.6666666666,2008-08-01,False,,
Bethany,390000.0,2008-09-01,False,,
Bethany,465973.6186530288,2008-10-01,False,,
Bethany,465973.6186530288,2008-11-01,False,,
Bethany,465973.6186530288,2008-12-01,False,,
Bethany,465973.6186530288,2009-01-01,False,,
Bethany,465973.6186530288,2009-02-01,False,,
Bethany,465973.6186530288,2009-03-01,False,,
Bethany,465973.6186530288,2009-04-01,False,,
Bethany,465973.6186530288,2009-05-01,False,,
Bethany,465973.6186530288,2009-06-01,False,,
Bethany,465973.6186530288,2009-07-01,False,,
Bethany,465973.6186530288,2009-08-01,False,,
Bethany,465973.6186530288,2009-09-01,False,,
Bethany,366166.6666666667,2009-10-01,False,,
Bethany,391300.0,2009-11-01,False,,
Bethany,407128.9444444445,2009-12-01,False,,
Bethany,415714.0,2010-01-01,False,,
Bethany,399685.0,2010-02-01,False,,
Bethany,508733.3333333333,2010-03-01,False,,
Bethany,388087.1428571429,2010-04-01,False,,
Bethany,494000.0,2010-05-01,False,,
