Date,Unemployed,Town
2024-11-01,145.98524690006693,Clinton
2024-12-01,153.40282844020757,Clinton
2025-01-01,198.68368865974452,Clinton
2025-02-01,206.51445335888425,Clinton
2025-03-01,168.9047260813626,Clinton
2025-04-01,143.79770593620398,Clinton
2025-05-01,160.83570383471348,Clinton
2025-06-01,138.26274242294534,Clinton
2025-07-01,150.47321382895083,Clinton
2025-08-01,152.73049092171422,Clinton
2025-09-01,139.49090474207216,Clinton
2025-10-01,143.4192188885625,Clinton
2024-11-01,159.3151619790621,Colchester
2024-12-01,151.33045439887866,Colchester
2025-01-01,219.7462948233806,Colchester
2025-02-01,233.88926035408318,Colchester
2025-03-01,185.60602053307792,Colchester
2025-04-01,147.71418734986787,Colchester
2025-05-01,174.47895312954032,Colchester
2025-06-01,131.54164953988214,Colchester
2025-07-01,146.21167021342836,Colchester
2025-08-01,139.58353690688892,Colchester
2025-09-01,128.11547406194606,Colchester
2025-10-01,130.3894663583372,Colchester
2024-11-01,16.219772190561006,Colebrook
2024-12-01,21.009751149226876,Colebrook
2025-01-01,31.22403504934412,Colebrook
2025-02-01,30.887449985841528,Colebrook
2025-03-01,30.391560666895778,Colebrook
2025-04-01,23.914457611261433,Colebrook
2025-05-01,22.443800653439755,Colebrook
2025-06-01,22.08347493762042,Colebrook
2025-07-01,27.863469554607455,Colebrook
2025-08-01,23.932722420983573,Colebrook
2025-09-01,17.63177932562008,Colebrook
2025-10-01,17.751955434221042,Colebrook
2024-11-01,45.397152982954644,Columbia
2024-12-01,46.99756114483415,Columbia
2025-01-01,67.60642278873725,Columbia
2025-02-01,72.70814438102205,Columbia
2025-03-01,57.01750189811782,Columbia
2025-04-01,35.79963562267673,Columbia
2025-05-01,48.84612669017244,Columbia
2025-06-01,38.69502322879036,Columbia
2025-07-01,39.49060909886063,Columbia
2025-08-01,38.46841749605588,Columbia
2025-09-01,29.712668114543085,Columbia
2025-10-01,28.904767015487522,Columbia
2024-11-01,11.016111912751311,Cornwall
2024-12-01,10.254212680750966,Cornwall
2025-01-01,13.27687933570197,Cornwall
2025-02-01,14.32861103480808,Cornwall
2025-03-01,11.167559330278012,Cornwall
2025-04-01,11.066054527516997,Cornwall
2025-05-01,14.141092094774661,Cornwall
2025-06-01,10.889516744984828,Cornwall
2025-07-01,13.01952813117133,Cornwall
2025-08-01,11.463769560813546,Cornwall
2025-09-01,9.438420474979806,Cornwall
2025-10-01,9.235124479277012,Cornwall
2024-11-01,139.0655362474185,Coventry
2024-12-01,161.74028549756935,Coventry
2025-01-01,249.75619807285145,Coventry
2025-02-01,247.3906136536085,Coventry
2025-03-01,223.30589116334028,Coventry
2025-04-01,159.80532442887758,Coventry
2025-05-01,208.7245931747762,Coventry
2025-06-01,197.54107674409386,Coventry
2025-07-01,215.13243709691446,Coventry
2025-08-01,185.10453932319805,Coventry
2025-09-01,130.77319522681384,Coventry
2025-10-01,129.01520203959257,Coventry
2024-11-01,143.93067821949217,Cromwell
2024-12-01,149.90961953275928,Cromwell
2025-01-01,224.1256621113256,Cromwell
2025-02-01,214.72415436406806,Cromwell
2025-03-01,187.81381107162775,Cromwell
2025-04-01,145.50143670994453,Cromwell
2025-05-01,196.25498971560432,Cromwell
2025-06-01,190.38782885128532,Cromwell
2025-07-01,189.29469990513581,Cromwell
2025-08-01,156.0086658089854,Cromwell
2025-09-01,143.57923684154423,Cromwell
2025-10-01,140.6979603338211,Cromwell
2024-11-01,173.08662172802198,Darien
2024-12-01,148.9998076751582,Darien
2025-01-01,179.16348655066182,Darien
2025-02-01,199.22506711779516,Darien
2025-03-01,141.86452441927185,Darien
2025-04-01,111.20841053342758,Darien
2025-05-01,178.98378696073962,Darien
2025-06-01,141.41751583222788,Darien
2025-07-01,154.13274812489027,Darien
2025-08-01,137.5259368450583,Darien
2025-09-01,128.22390952385916,Darien
2025-10-01,133.26089768341,Darien
2024-11-01,38.5138071448327,Deep River
2024-12-01,38.311071027058574,Deep River
2025-01-01,88.04089120828053,Deep River
2025-02-01,83.70589297280515,Deep River
2025-03-01,68.15264422763966,Deep River
2025-04-01,49.101450892086824,Deep River
2025-05-01,59.46376059226924,Deep River
2025-06-01,54.428666797507596,Deep River
2025-07-01,54.27503021574352,Deep River
2025-08-01,46.83073802355422,Deep River
2025-09-01,39.07103766153425,Deep River
2025-10-01,39.30395898753005,Deep River
2024-11-01,68.4137802780887,Durham
2024-12-01,62.87970923028487,Durham
2025-01-01,100.4846252505921,Durham
2025-02-01,97.39867727857961,Durham
2025-03-01,82.29969639967437,Durham
2025-04-01,69.67101241545325,Durham
2025-05-01,90.42045607984936,Durham
2025-06-01,91.79760390468972,Durham
2025-07-01,90.83984683218756,Durham
2025-08-01,79.02554620339318,Durham
2025-09-01,66.92211534560782,Durham
2025-10-01,66.2187510571963,Durham
2024-11-01,13.061327349433192,Eastford
2024-12-01,13.272250080423486,Eastford
2025-01-01,22.780226157352637,Eastford
2025-02-01,23.5377391686426,Eastford
2025-03-01,22.2301797134009,Eastford
2025-04-01,17.24798400544438,Eastford
2025-05-01,21.73157011766098,Eastford
2025-06-01,18.548983307664198,Eastford
2025-07-01,19.166618175671296,Eastford
2025-08-01,15.618512282162346,Eastford
2025-09-01,12.642126999535499,Eastford
2025-10-01,12.856361242006884,Eastford
2024-11-01,75.78253281017663,East Haddam
2024-12-01,69.71140622652065,East Haddam
2025-01-01,133.22428727612254,East Haddam
2025-02-01,127.90320092478254,East Haddam
2025-03-01,103.86748034467001,East Haddam
2025-04-01,86.71218063034091,East Haddam
2025-05-01,108.1936046095446,East Haddam
2025-06-01,107.25441365889337,East Haddam
2025-07-01,112.01661260270502,East Haddam
2025-08-01,93.34680088098872,East Haddam
2025-09-01,73.9783573402741,East Haddam
2025-10-01,71.90950608604545,East Haddam
2024-11-01,130.61424950238688,East Hampton
2024-12-01,131.8236404072889,East Hampton
2025-01-01,224.09916905605672,East Hampton
2025-02-01,212.34216150355158,East Hampton
2025-03-01,182.5508426441862,East Hampton
2025-04-01,143.79884708523946,East Hampton
2025-05-01,175.38920074582785,East Hampton
2025-06-01,182.3838715749896,East Hampton
2025-07-01,203.7214351979104,East Hampton
2025-08-01,174.6590896887247,East Hampton
2025-09-01,139.37182706049907,East Hampton
2025-10-01,134.19626944814647,East Hampton
2024-11-01,417.59856934171955,East Haven
2024-12-01,412.63992059591135,East Haven
2025-01-01,514.1240308984626,East Haven
2025-02-01,542.9040621943869,East Haven
2025-03-01,470.1150686561042,East Haven
2025-04-01,400.56802482486734,East Haven
2025-05-01,449.9370380270139,East Haven
2025-06-01,363.8015024408297,East Haven
2025-07-01,435.44862860225805,East Haven
2025-08-01,435.36864561764014,East Haven
2025-09-01,375.66583692794376,East Haven
2025-10-01,383.30815964477983,East Haven
2024-11-01,70.9969556035479,Easton
2024-12-01,66.68888701054696,Easton
2025-01-01,72.99050002332758,Easton
2025-02-01,80.95847029574557,Easton
2025-03-01,61.96236688062647,Easton
2025-04-01,59.02140688336601,Easton
2025-05-01,74.62643582403919,Easton
2025-06-01,63.20654815932381,Easton
2025-07-01,67.57794263285653,Easton
2025-08-01,64.07014824806822,Easton
2025-09-01,58.62965236135173,Easton
2025-10-01,56.0133965615533,Easton
2024-11-01,181.2808862090132,Ellington
2024-12-01,193.66074258502348,Ellington
2025-01-01,290.5025021409364,Ellington
2025-02-01,294.20188224546547,Ellington
2025-03-01,257.98305190319377,Ellington
2025-04-01,203.0657592208588,Ellington
2025-05-01,250.70410799974127,Ellington
2025-06-01,232.70398289694106,Ellington
2025-07-01,238.82501085354176,Ellington
2025-08-01,197.2530690527927,Ellington
2025-09-01,179.66565449342067,Ellington
2025-10-01,174.17086756132437,Ellington
2024-11-01,455.3425854526755,Enfield
2024-12-01,444.59742516703255,Enfield
2025-01-01,634.307324870159,Enfield
2025-02-01,634.7608353994768,Enfield
2025-03-01,538.8562304002185,Enfield
2025-04-01,490.393851192052,Enfield
2025-05-01,599.2511151637171,Enfield
2025-06-01,543.6467972113006,Enfield
2025-07-01,604.935906861674,Enfield
2025-08-01,532.659963637252,Enfield
2025-09-01,433.2616082376985,Enfield
2025-10-01,425.7551477959221,Enfield
2024-11-01,43.81889612621909,Essex
2024-12-01,44.17765231490897,Essex
2025-01-01,69.67452638237938,Essex
2025-02-01,81.00816738829957,Essex
2025-03-01,66.40361124909998,Essex
2025-04-01,41.624249559009314,Essex
2025-05-01,64.77826804593252,Essex
2025-06-01,45.21511540827112,Essex
2025-07-01,47.281781689087914,Essex
2025-08-01,41.68823970220579,Essex
2025-09-01,39.3049266677696,Essex
2025-10-01,37.174270243756325,Essex
2024-11-01,261.81691461077656,Farmington
2024-12-01,245.4763901224511,Farmington
2025-01-01,294.28639813114836,Farmington
2025-02-01,321.18907869987805,Farmington
2025-03-01,258.8403568347291,Farmington
2025-04-01,206.272939095712,Farmington
2025-05-01,255.0047958174073,Farmington
2025-06-01,210.04626585574226,Farmington
2025-07-01,228.2162669063693,Farmington
2025-08-01,222.6086987220224,Farmington
2025-09-01,219.42686108899616,Farmington
2025-10-01,236.22899670384686,Farmington
2024-11-01,23.135008917019817,Franklin
2024-12-01,25.521061019116893,Franklin
2025-01-01,32.76224221957838,Franklin
2025-02-01,34.228046684884895,Franklin
2025-03-01,28.224670343240398,Franklin
2025-04-01,22.906223839289055,Franklin
2025-05-01,29.78675222995706,Franklin
2025-06-01,30.716337861099568,Franklin
2025-07-01,31.338452533100885,Franklin
2025-08-01,26.763629001214426,Franklin
2025-09-01,22.756318708073138,Franklin
2025-10-01,20.848742951356364,Franklin
2024-11-01,311.9510327331031,Glastonbury
2024-12-01,284.7311732845627,Glastonbury
2025-01-01,349.289156861479,Glastonbury
2025-02-01,375.4435070855474,Glastonbury
2025-03-01,291.6869588211657,Glastonbury
2025-04-01,232.17038888388143,Glastonbury
2025-05-01,323.31843231479814,Glastonbury
2025-06-01,253.2345733000325,Glastonbury
2025-07-01,277.6666466988862,Glastonbury
2025-08-01,267.40585442191104,Glastonbury
2025-09-01,252.00878720571708,Glastonbury
2025-10-01,262.01880343088544,Glastonbury
2024-11-01,25.709576800078022,Goshen
2024-12-01,25.975497241283794,Goshen
2025-01-01,36.85671931246139,Goshen
2025-02-01,41.60343679722049,Goshen
2025-03-01,36.40400109690371,Goshen
2025-04-01,25.507379230164943,Goshen
2025-05-01,29.2993352510126,Goshen
2025-06-01,24.230848552729743,Goshen
2025-07-01,27.76684750984991,Goshen
2025-08-01,27.21936010201994,Goshen
2025-09-01,24.6124779189016,Goshen
2025-10-01,25.214921845716912,Goshen
2024-11-01,132.36792224471364,Granby
2024-12-01,138.4174976163767,Granby
2025-01-01,174.53327909017474,Granby
2025-02-01,175.66904423048553,Granby
2025-03-01,144.63392742872264,Granby
2025-04-01,113.79529769863731,Granby
2025-05-01,133.14034587266397,Granby
2025-06-01,114.91254244457645,Granby
2025-07-01,132.11458233318368,Granby
2025-08-01,128.7604356732294,Granby
2025-09-01,118.5089167794377,Granby
2025-10-01,123.35846601318889,Granby
2024-11-01,517.3484334534644,Greenwich
2024-12-01,481.4528901087348,Greenwich
2025-01-01,627.8355332628091,Greenwich
2025-02-01,711.3819887620418,Greenwich
2025-03-01,547.094337409968,Greenwich
2025-04-01,427.8482483725818,Greenwich
2025-05-01,628.5282126423299,Greenwich
2025-06-01,491.0282893443665,Greenwich
2025-07-01,532.2785538695623,Greenwich
2025-08-01,495.1569838126972,Greenwich
2025-09-01,471.3460239086838,Greenwich
2025-10-01,498.66685385202834,Greenwich
2024-11-01,140.45032280862225,Griswold
2024-12-01,130.79102306924057,Griswold
2025-01-01,170.06426046093392,Griswold
2025-02-01,173.01048357552233,Griswold
2025-03-01,150.40964414537612,Griswold
2025-04-01,134.90878125155098,Griswold
2025-05-01,148.11434730026542,Griswold
2025-06-01,135.46755235584524,Griswold
2025-07-01,150.7701598017649,Griswold
2025-08-01,145.6505706778713,Griswold
2025-09-01,120.58689734310332,Griswold
2025-10-01,131.11026663517927,Griswold
2024-11-01,359.8499943978153,Groton
2024-12-01,358.3747791821189,Groton
2025-01-01,413.6273015639943,Groton
2025-02-01,420.11413949621215,Groton
2025-03-01,371.5153478182213,Groton
2025-04-01,338.3245788525783,Groton
2025-05-01,370.48032939918284,Groton
2025-06-01,308.04829469187365,Groton
2025-07-01,342.04870555350317,Groton
2025-08-01,335.7475890544281,Groton
2025-09-01,308.29592326939735,Groton
2025-10-01,315.9398822129177,Groton
2024-11-01,206.2076207487578,Guilford
2024-12-01,197.45304989922994,Guilford
2025-01-01,234.90960306240407,Guilford
2025-02-01,253.30384638851262,Guilford
2025-03-01,199.25063169682073,Guilford
2025-04-01,170.05982206401254,Guilford
2025-05-01,216.18621550643934,Guilford
2025-06-01,174.72323769854006,Guilford
2025-07-01,189.69568979051527,Guilford
2025-08-01,178.13525088142876,Guilford
2025-09-01,169.47909987391867,Guilford
2025-10-01,186.70537384875368,Guilford
2024-11-01,82.87071483806263,Haddam
2024-12-01,77.67053419165774,Haddam
2025-01-01,118.02432535963447,Haddam
2025-02-01,129.02173686258735,Haddam
2025-03-01,101.07422379956367,Haddam
2025-04-01,84.68145051227013,Haddam
2025-05-01,97.33817761258177,Haddam
2025-06-01,74.30930436049039,Haddam
2025-07-01,82.604719922647,Haddam
2025-08-01,80.48135157285292,Haddam
2025-09-01,68.74409988016004,Haddam
2025-10-01,69.4344256106451,Haddam
2024-11-01,635.7626378734442,Hamden
2024-12-01,535.4267027942362,Hamden
2025-01-01,846.0380931458886,Hamden
2025-02-01,780.9916450450132,Hamden
2025-03-01,658.7880916768377,Hamden
2025-04-01,546.6974445599376,Hamden
2025-05-01,841.2381659962487,Hamden
2025-06-01,898.2941914319837,Hamden
2025-07-01,1017.8419003777649,Hamden
2025-08-01,872.3180581489956,Hamden
2025-09-01,656.8277936165086,Hamden
2025-10-01,629.3941512568937,Hamden
2024-11-01,14.173340570215284,Hampton
2024-12-01,14.095008238453463,Hampton
2025-01-01,27.783448786379164,Hampton
2025-02-01,26.075893613325288,Hampton
2025-03-01,21.888891698511536,Hampton
2025-04-01,16.287517450658793,Hampton
2025-05-01,21.181126165082915,Hampton
2025-06-01,23.318248073125773,Hampton
2025-07-01,23.71547357393326,Hampton
2025-08-01,19.503427500587865,Hampton
2025-09-01,16.061934252732577,Hampton
2025-10-01,15.318589439942436,Hampton
2024-11-01,20.204892584948286,Hartland
2024-12-01,22.993982346993317,Hartland
2025-01-01,38.58062602866545,Hartland
2025-02-01,35.75259153129024,Hartland
2025-03-01,28.76688554773427,Hartland
2025-04-01,17.686549572498535,Hartland
2025-05-01,17.764439043158887,Hartland
2025-06-01,15.375911815143052,Hartland
2025-07-01,17.84232851381924,Hartland
2025-08-01,17.881273249149416,Hartland
2025-09-01,16.525673103457077,Hartland
2025-10-01,19.00507138057666,Hartland
2024-11-01,52.580670407498204,Harwinton
2024-12-01,57.48480632850058,Harwinton
2025-01-01,94.64757196960333,Harwinton
2025-02-01,94.92720288804294,Harwinton
2025-03-01,82.46178065893628,Harwinton
2025-04-01,62.13560367214364,Harwinton
2025-05-01,72.22923044710791,Harwinton
2025-06-01,70.46765521469155,Harwinton
2025-07-01,78.03559597332675,Harwinton
2025-08-01,62.7535769125712,Harwinton
2025-09-01,56.993357122164866,Harwinton
2025-10-01,53.123001595319934,Harwinton
2024-11-01,92.81457306394982,Hebron
2024-12-01,95.34128839023823,Hebron
2025-01-01,142.20000476791105,Hebron
2025-02-01,144.2560858986607,Hebron
2025-03-01,123.14259117800958,Hebron
2025-04-01,95.73967043689899,Hebron
2025-05-01,123.89833353915469,Hebron
2025-06-01,124.4343675845199,Hebron
2025-07-01,127.38899070680274,Hebron
2025-08-01,104.76581431318645,Hebron
2025-09-01,87.61811009655588,Hebron
2025-10-01,81.93103429955721,Hebron
2024-11-01,25.804142131289055,Kent
2024-12-01,26.777304132621875,Kent
2025-01-01,35.58835224770772,Kent
2025-02-01,34.278004353550884,Kent
2025-03-01,27.788861811093923,Kent
2025-04-01,20.9786675432716,Kent
2025-05-01,23.599363331585266,Kent
2025-06-01,18.279240659172075,Kent
2025-07-01,22.555537318195917,Kent
2025-08-01,22.900790294749257,Kent
2025-09-01,19.93484152988225,Kent
2025-10-01,20.209430494379056,Kent
2024-11-01,233.9591181783413,Killingly
2024-12-01,228.37494001296608,Killingly
2025-01-01,323.6162119732844,Killingly
2025-02-01,336.24734631860537,Killingly
2025-03-01,313.7455254846042,Killingly
2025-04-01,261.93337242523535,Killingly
2025-05-01,313.6811272648149,Killingly
2025-06-01,297.56983605767095,Killingly
2025-07-01,305.8563701755103,Killingly
2025-08-01,262.6241127561003,Killingly
2025-09-01,233.7949382592101,Killingly
2025-10-01,234.33416556345477,Killingly
2024-11-01,63.90427525394581,Killingworth
2024-12-01,55.76294686128338,Killingworth
2025-01-01,73.6418575222243,Killingworth
2025-02-01,82.03345047966766,Killingworth
2025-03-01,60.61710101578326,Killingworth
2025-04-01,51.4085272788912,Killingworth
2025-05-01,61.17458894899424,Killingworth
2025-06-01,49.85077564401068,Killingworth
2025-07-01,58.43487980513168,Killingworth
2025-08-01,55.27244057063249,Killingworth
2025-09-01,50.46601693832494,Killingworth
2025-10-01,50.687007543827136,Killingworth
2024-11-01,65.32319803041996,Lebanon
2024-12-01,75.03477557901867,Lebanon
2025-01-01,114.39170756403743,Lebanon
2025-02-01,128.4323562229309,Lebanon
2025-03-01,96.75389190300208,Lebanon
2025-04-01,67.93029822062522,Lebanon
2025-05-01,77.71563654173357,Lebanon
2025-06-01,66.3974178713033,Lebanon
2025-07-01,79.48488010451496,Lebanon
2025-08-01,72.43806764525047,Lebanon
2025-09-01,51.52461620192957,Lebanon
2025-10-01,58.13925628257324,Lebanon
2024-11-01,151.69285151281306,Ledyard
2024-12-01,148.7297466856758,Ledyard
2025-01-01,167.80663475134645,Ledyard
2025-02-01,171.14697311330983,Ledyard
2025-03-01,155.16547319789234,Ledyard
2025-04-01,155.310025975428,Ledyard
2025-05-01,163.6322899010252,Ledyard
2025-06-01,145.4965696442277,Ledyard
2025-07-01,156.54023019584596,Ledyard
2025-08-01,153.43900032396527,Ledyard
2025-09-01,141.48728433652605,Ledyard
2025-10-01,139.76464526403933,Ledyard
2024-11-01,52.51677578948075,Lisbon
2024-12-01,53.55648750190783,Lisbon
2025-01-01,66.14942616262589,Lisbon
2025-02-01,69.38860951102836,Lisbon
2025-03-01,58.79134074777083,Lisbon
2025-04-01,55.77594985390694,Lisbon
2025-05-01,61.660919831707375,Lisbon
2025-06-01,56.790174708214536,Lisbon
2025-07-01,60.97401249787031,Lisbon
2025-08-01,60.66796568768898,Lisbon
2025-09-01,54.5725088706089,Lisbon
2025-10-01,57.201698525312146,Lisbon
2024-11-01,78.07357833019962,Litchfield
2024-12-01,79.704404121082,Litchfield
2025-01-01,110.68535777662207,Litchfield
2025-02-01,125.17576889115418,Litchfield
2025-03-01,94.86126257937134,Litchfield
2025-04-01,61.73052122486782,Litchfield
2025-05-01,80.40841354456192,Litchfield
2025-06-01,61.063087137105384,Litchfield
2025-07-01,74.73798668179577,Litchfield
2025-08-01,67.91912060051088,Litchfield
2025-09-01,53.72545649654044,Litchfield
2025-10-01,56.46775147262201,Litchfield
2024-11-01,167.2027810909722,Madison
2024-12-01,165.45512273812855,Madison
2025-01-01,193.03999626557913,Madison
2025-02-01,202.9095402405203,Madison
2025-03-01,153.01563630224172,Madison
2025-04-01,134.724897362487,Madison
2025-05-01,168.11601989226813,Madison
2025-06-01,136.78358975198876,Madison
2025-07-01,142.3072144701611,Madison
2025-08-01,142.72183913924724,Madison
2025-09-01,130.4336016107631,Madison
2025-10-01,136.82003933195597,Madison
2024-11-01,800.5159200679017,Manchester
2024-12-01,796.6759961114093,Manchester
2025-01-01,904.5649700680085,Manchester
2025-02-01,915.7980153289787,Manchester
2025-03-01,842.9908020620935,Manchester
2025-04-01,757.3845940595293,Manchester
2025-05-01,829.2961410400603,Manchester
2025-06-01,737.857012673914,Manchester
2025-07-01,832.7427049921561,Manchester
2025-08-01,830.2311076821775,Manchester
2025-09-01,728.1875065538707,Manchester
2025-10-01,736.0557557076334,Manchester
2024-11-01,353.2338706938835,Mansfield
2024-12-01,206.59130524455117,Mansfield
2025-01-01,309.01754469665946,Mansfield
2025-02-01,451.04888472058474,Mansfield
2025-03-01,226.85677822056795,Mansfield
2025-04-01,91.03714413112706,Mansfield
2025-05-01,347.95277490014223,Mansfield
2025-06-01,393.67111695975575,Mansfield
2025-07-01,352.3987198389225,Mansfield
2025-08-01,258.89076358825304,Mansfield
2025-09-01,161.30899150886216,Mansfield
2025-10-01,179.43816144167283,Mansfield
2024-11-01,71.57982841579401,Marlborough
2024-12-01,71.2501262600925,Marlborough
2025-01-01,93.71973247514885,Marlborough
2025-02-01,94.74398173848837,Marlborough
2025-03-01,87.4562929590303,Marlborough
2025-04-01,70.97939607243163,Marlborough
2025-05-01,78.95582490694467,Marlborough
2025-06-01,68.83678278147691,Marlborough
2025-07-01,72.15092501550443,Marlborough
2025-08-01,75.6771259498889,Marlborough
2025-09-01,73.47554069089354,Marlborough
2025-10-01,74.60581930441155,Marlborough
2024-11-01,73.61525886066269,Middlebury
2024-12-01,72.1802204341773,Middlebury
2025-01-01,101.69266817230096,Middlebury
2025-02-01,107.08798651943638,Middlebury
2025-03-01,96.16472682607977,Middlebury
2025-04-01,72.36325262186215,Middlebury
2025-05-01,85.87011415345441,Middlebury
2025-06-01,70.46932150123862,Middlebury
2025-07-01,73.69218486848735,Middlebury
2025-08-01,71.41628706155038,Middlebury
2025-09-01,65.52494469276944,Middlebury
2025-10-01,68.73985690454627,Middlebury
2024-11-01,50.75691926588089,Middlefield
2024-12-01,45.00832532196955,Middlefield
2025-01-01,61.118728254882235,Middlefield
2025-02-01,71.29785470125063,Middlefield
2025-03-01,60.50520788861068,Middlefield
2025-04-01,43.39659824505402,Middlefield
2025-05-01,53.74531268638082,Middlefield
2025-06-01,45.96724838958989,Middlefield
2025-07-01,50.52185853254977,Middlefield
2025-08-01,48.166306737427895,Middlefield
2025-09-01,40.8776851664057,Middlefield
2025-10-01,43.02436532354554,Middlefield
2024-11-01,212.79503200334344,Monroe
2024-12-01,203.06627279270973,Monroe
2025-01-01,272.93711801201647,Monroe
2025-02-01,306.03498146215895,Monroe
2025-03-01,246.50829978290673,Monroe
2025-04-01,203.3792172318996,Monroe
2025-05-01,235.42643923906346,Monroe
2025-06-01,202.8602043666848,Monroe
2025-07-01,231.5749026453158,Monroe
2025-08-01,215.176057784978,Monroe
2025-09-01,172.49565220651766,Monroe
2025-10-01,179.19238331635609,Monroe
2024-11-01,229.84778501271072,Montville
2024-12-01,227.15506000111654,Montville
2025-01-01,261.8724762410071,Montville
2025-02-01,256.019307752566,Montville
2025-03-01,260.59368750597645,Montville
2025-04-01,242.99154527635525,Montville
2025-05-01,266.23206483406267,Montville
2025-06-01,240.41000265672187,Montville
2025-07-01,261.14549956056015,Montville
2025-08-01,246.64300364232895,Montville
2025-09-01,253.9218239591484,Montville
2025-10-01,239.01640138250602,Montville
2024-11-01,19.744783868665277,Morris
2024-12-01,23.203192868861226,Morris
2025-01-01,41.7978421626771,Morris
2025-02-01,45.311332075612185,Morris
2025-03-01,36.83166736211502,Morris
2025-04-01,25.807261984229616,Morris
2025-05-01,32.427754857305075,Morris
2025-06-01,28.39004614382094,Morris
2025-07-01,29.66522232961645,Morris
2025-08-01,23.897615534385984,Morris
2025-09-01,20.48432611737996,Morris
2025-10-01,20.444799138620134,Morris
2024-11-01,171.59360717241236,New Canaan
2024-12-01,151.97816903340913,New Canaan
2025-01-01,200.51988772308974,New Canaan
2025-02-01,197.69499869486168,New Canaan
2025-03-01,165.39943677966335,New Canaan
2025-04-01,141.96676324492523,New Canaan
2025-05-01,224.6890079717698,New Canaan
2025-06-01,233.66652956683416,New Canaan
2025-07-01,226.9647795426821,New Canaan
2025-08-01,185.36340525685168,New Canaan
2025-09-01,181.31156765890384,New Canaan
2025-10-01,177.53034805120242,New Canaan
2024-11-01,132.6037852170924,Fairfield
2024-12-01,135.36282254295884,Fairfield
2025-01-01,194.84412983106017,Fairfield
2025-02-01,185.1012507447494,Fairfield
2025-03-01,159.59742082119044,Fairfield
2025-04-01,152.554534527078,Fairfield
2025-05-01,204.234269755888,Fairfield
2025-06-01,212.028138184544,Fairfield
2025-07-01,243.39281243435133,Fairfield
2025-08-01,205.45430060301913,Fairfield
2025-09-01,159.20933281671165,Fairfield
2025-10-01,160.45910774352092,Fairfield
2024-11-01,72.45365610844866,New Hartford
2024-12-01,69.73727986322365,New Hartford
2025-01-01,95.02558800956373,New Hartford
2025-02-01,104.26139359006348,New Hartford
2025-03-01,85.10610811083342,New Hartford
2025-04-01,63.9478967878901,New Hartford
2025-05-01,71.89296539562686,New Hartford
2025-06-01,59.07250409277698,New Hartford
2025-07-01,66.32387332315444,New Hartford
2025-08-01,67.59839473221739,New Hartford
2025-09-01,59.287668931181415,New Hartford
2025-10-01,63.08113405943708,New Hartford
2024-11-01,337.5317288590739,Newington
2024-12-01,332.6840108557571,Newington
2025-01-01,395.19788083997685,Newington
2025-02-01,429.229801940077,Newington
2025-03-01,352.10954935395364,Newington
2025-04-01,289.1644953795276,Newington
2025-05-01,352.2313197915258,Newington
2025-06-01,289.99698174088604,Newington
2025-07-01,328.9348260963051,Newington
2025-08-01,318.8206606766104,Newington
2025-09-01,296.0906359762444,Newington
2025-10-01,299.33526178288736,Newington
2024-11-01,317.10078557519955,New Milford
2024-12-01,319.3638586530857,New Milford
2025-01-01,423.5228559231182,New Milford
2025-02-01,447.2621562543735,New Milford
2025-03-01,368.0057431602258,New Milford
2025-04-01,281.8525234784356,New Milford
2025-05-01,350.4548626979114,New Milford
2025-06-01,288.0186129284934,New Milford
2025-07-01,323.55484073148887,New Milford
2025-08-01,322.48682740846294,New Milford
2025-09-01,268.52333422151867,New Milford
2025-10-01,280.6705517119618,New Milford
2024-11-01,283.11627903796955,Newtown
2024-12-01,259.245140064184,Newtown
2025-01-01,341.46023821135947,Newtown
2025-02-01,361.11603430639195,Newtown
2025-03-01,285.10463879422446,Newtown
2025-04-01,224.53699408075028,Newtown
2025-05-01,292.33533528648854,Newtown
2025-06-01,245.96276497345366,Newtown
2025-07-01,277.60131367991033,Newtown
2025-08-01,278.71861927379007,Newtown
2025-09-01,242.28468085210432,Newtown
2025-10-01,262.01371284741504,Newtown
2024-11-01,17.3202548954714,Norfolk
2024-12-01,18.999275031585007,Norfolk
2025-01-01,30.289971576550105,Norfolk
2025-02-01,30.460308982096223,Norfolk
2025-03-01,25.642293817996684,Norfolk
2025-04-01,19.388611004743417,Norfolk
2025-05-01,20.045606707580312,Norfolk
2025-06-01,15.714249840771547,Norfolk
2025-07-01,15.933248408383847,Norfolk
2025-08-01,14.278582191617822,Norfolk
2025-09-01,14.862562813040952,Norfolk
2025-10-01,13.378234001821047,Norfolk
2024-11-01,166.5673541863776,Branford
2024-12-01,171.27628374372108,Branford
2025-01-01,257.4940818956658,Branford
2025-02-01,253.50009358302148,Branford
2025-03-01,202.66107026736452,Branford
2025-04-01,152.10496444211736,Branford
2025-05-01,177.37490823825894,Branford
2025-06-01,135.92301775797154,Branford
2025-07-01,157.28249315457884,Branford
2025-08-01,159.12758165667435,Branford
2025-09-01,141.70834137619383,Branford
2025-10-01,143.20868747273062,Branford
2024-11-01,36.788749698062325,North Canaan
2024-12-01,39.77944439926081,North Canaan
2025-01-01,67.87549041515442,North Canaan
2025-02-01,72.04262514715009,North Canaan
2025-03-01,68.52780609051814,North Canaan
